,Team,,Top25,Home,OT,Opponent,Date,,FGM,FGA,,3M,3A,,FTM,FTA,,SM,Clutch SM,REB,OPPReb,Off REB,Opp Off Reb,Turn,OppTurn,steal,Win,ComeFromBehindWins,BlownLeadClutchLoss,Away,Neutral,Top 25,Overtime,Opp Historical Value,Opp Historical Value 1-100,Opp Historical Value 101-200,Opp Historical Value 300+,Opp Current Value,SOS of Game,% of points in clutch,Opp % of points in clutch,"Had Lead, but Lost",Came back from deficit and won,Perfect Fg,Perfect 3Fg,Perfect Ft,Free throws lost game,Made a 10+ marg into clutch game ,20% of scoring came during clut,"Clutch Shot differential? Move Value to part of SOS, average clutch last year?, percentage of clutch points from 3 and ft, opp 2 fg and 3fg",Clutch Value
Team:,,,,,,,,,Sum:,Sum:,,Sum:,Sum:,,Sum:,Sum:,,,Average:,Average:,Average:,Average:,Average:,Average:,Average:,Average:,Average:,Sum:,Sum:,,Sum:,Sum:,Sum:,,,,,,,,,,,,,,,,,,Sum:
Radford,,,,,,,,,4,4,,2,2,,6,8,,,10,4,4,0,2,1,3,2,1,0,0,,0,0,0,,,,,,,,,,,,,,,,,,14.974
,Radford,,0,AWAY,0,Evansville,"Nov 16, 2024",,4,4,1,2,2,1,6,8,0.75,11,10,4,4,0,2,1,3,2,1,0,0,1,0,0,0,13.981,,,,,,0.173913043478261,0.0740740740740741,0,0,1,0,0,0,0,0,,14.974
Rhode Island,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Rhode Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rhode Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rice,,,,,,,,,10,17,,3,7,,16,25,,,-0.5,6,7,1.5,2.5,1,1.5,1.5,1,0,0,,0,0,1,,,,,,,,,,,,,,,,,,13.3865
,Rice,,0,HOME,0,FIU,"Nov 5, 2024",,2,4,0.5,0,1,0,8,12,0.666666666666667,7,3,4,5,1,2,1,2,2,1,0,0,0,0,0,0,11.907,,,,,,0.155844155844156,0.157142857142857,0,0,0,0,0,0,0,0,,7.6893
,Rice,,0,HOME,1,Northwestern St.,"Nov 16, 2024",,8,13,0.615384615384615,3,6,0.5,8,13,0.615384615384615,2,-4,8,9,2,3,1,1,1,1,0,0,0,0,0,1,8.129,,,,,,0.350649350649351,0.253333333333333,0,0,0,0,0,0,0,1,,5.6972
Richmond,,,,,,,,,11,31,,2,10,,11,12,,,-1.5,9.5,8,3,1,2.5,3.5,2.5,0,0,0,,0,0,1,,,,,,,,,,,,,,,,,,17.7588
,Richmond,,0,HOME,0,Marist,"Nov 9, 2024",,4,9,0.444444444444444,1,3,0.333333333333333,4,4,1,-7,1,5,6,0,1,1,2,2,0,0,0,0,0,0,0,15.655,,,,,,0.180555555555556,0.151898734177215,0,0,0,0,1,0,0,0,,9.3588
,Richmond,,0,AWAY,1,Bucknell,"Nov 16, 2024",,7,22,0.318181818181818,1,7,0.142857142857143,7,8,0.875,-4,-4,14,10,6,1,4,5,3,0,0,0,1,0,0,1,10.183,,,,,,0.289473684210526,0.325,0,0,0,0,0,0,0,1,,8.4
Rider,,,,,,,,,4,12,,1,4,,15,21,,,-0.5,6.5,6.5,1.5,2.5,2,1,0.5,1,0,0,,0,0,0,,,,,,,,,,,,,,,,,,6.6133
,Rider,,0,AWAY,0,San Diego,"Nov 6, 2024",,2,6,0.333333333333333,1,3,0.333333333333333,4,7,0.571428571428571,1,-2,6,5,1,1,2,1,0,1,0,0,1,0,0,0,12.898,,,,,,0.132352941176471,0.164179104477612,0,0,0,0,0,0,0,0,,1.5415
,Rider,,0,AWAY,0,Navy,"Nov 12, 2024",,2,6,0.333333333333333,0,1,0,11,14,0.785714285714286,11,1,7,8,2,4,2,1,1,1,0,0,1,0,0,0,14.921,,,,,,0.166666666666667,0.177215189873418,0,0,0,0,0,0,0,0,,5.0718
Robert Morris,,,,,,,,,3,10,,0,2,,1,2,,,-4,6,6,3,1,4,1,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,-1.309
,Robert Morris,,0,AWAY,0,Delaware,"Nov 7, 2024",,3,10,0.3,0,2,0,1,2,0.5,-4,-4,6,6,3,1,4,1,0,0,0,0,1,0,0,0,16.702,,,,,,0.0909090909090909,0.135802469135802,0,0,0,0,0,0,0,0,,-1.309
Rutgers,,,,,,,,,3,8,,0,2,,5,7,,,9,9,6,1,1,1,1,1,1,0,0,,0,0,0,,,,,,,,,,,,,,,,,,9.3506
,Rutgers,,1,HOME,0,Saint Peter's,"Nov 11, 2024",,3,8,0.375,0,2,0,5,7,0.714285714285714,10,9,9,6,1,1,1,1,1,1,0,0,0,0,0,0,47.634,,,,,,0.146666666666667,0.0307692307692308,0,0,0,0,0,0,0,0,,9.3506
Sacramento St.,,,,,,,,,4,19,,2,11,,0,0,,,-6.5,5,5,3,0.5,1.5,1,0.5,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,-3.0511
,Sacramento St.,,0,AWAY,0,Fresno St.,"Nov 8, 2024",,2,10,0.2,1,6,0.166666666666667,0,0,0,-7,-3,5,5,3,0,0,2,1,0,0,0,1,0,0,0,12.17,,,,,,0.087719298245614,0.125,0,0,0,0,0,0,0,0,,1.8547
,Sacramento St.,,0,HOME,0,Cal St. Northridge,"Nov 16, 2024",,2,9,0.222222222222222,1,5,0.2,0,0,0,-10,-10,5,5,3,1,3,0,0,0,0,0,0,0,0,0,10.436,,,,,,0.072463768115942,0.189873417721519,0,0,0,0,0,0,0,0,,-4.9058
Sacred Heart,,,,,,,,,13,22,,1,4,,14,20,,,2,4.33333333333333,4,2,1.66666666666667,2.66666666666667,3.33333333333333,1,0,0,0,,1,0,0,,,,,,,,,,,,,,,,,,20.97
,Sacred Heart,,0,AWAY,0,Dartmouth,"Nov 9, 2024",,6,7,0.857142857142857,1,1,1,4,4,1,-5,9,1,4,0,3,3,6,0,0,0,0,1,0,0,0,6.922,,,,,,0.223684210526316,0.0987654320987654,0,0,0,0,1,0,1,1,,11.7811
,Sacred Heart,,0,AWAY,0,Temple,"Nov 4, 2024",,3,7,0.428571428571429,0,2,0,2,4,0.5,-11,-4,5,4,3,1,4,3,2,0,0,0,1,0,0,0,18.423,,,,,,0.114285714285714,0.148148148148148,0,0,0,0,0,0,0,0,,2.2426
,Sacred Heart,,0,NEUTRAL,0,Holy Cross,"Nov 15, 2024",,4,8,0.5,0,1,0,8,12,0.666666666666667,-7,1,7,4,3,1,1,1,1,0,0,0,0,1,0,0,8.725,,,,,,0.213333333333333,0.182926829268293,0,0,0,0,0,0,0,1,,6.9463
Saint Francis,,,,,,,,,8,17,,1,6,,1,2,,,1,4,6,2,3.5,1,1.5,1,0.5,1,0,,0,0,0,,,,,,,,,,,,,,,,,,8.9828
,Saint Francis,,0,AWAY,0,Campbell,"Nov 10, 2024",,3,6,0.5,1,3,0.333333333333333,1,2,0.5,1,2,5,5,2,4,2,1,1,1,1,0,1,0,0,0,16.168,,,,,,0.123076923076923,0.09375,0,1,0,0,0,0,0,0,,6.2563
,Saint Francis,,0,AWAY,0,Mount St. Mary's,"Nov 16, 2024",,5,11,0.454545454545455,0,3,0,0,0,0,-8,0,3,7,2,3,0,2,1,0,0,0,1,0,0,0,13.2,,,,,,0.172413793103448,0.151515151515152,0,0,0,0,0,0,0,0,,2.7265
Saint Joseph's,,,,,,,,,12,19,,5,10,,15,24,,,0.333333333333333,4,3.33333333333333,1.33333333333333,0.666666666666667,0.666666666666667,1.33333333333333,0.666666666666667,0.666666666666667,0,0,,0,0,0,,,,,,,,,,,,,,,,,,17.527
,Saint Joseph's,,0,HOME,0,Villanova,"Nov 12, 2024",,5,7,0.714285714285714,0,1,0,8,10,0.8,7,2,4,1,2,0,1,2,2,1,0,0,0,0,0,0,66.973,,,,,,0.216867469879518,0.210526315789474,0,0,0,0,0,0,0,1,,9.9313
,Saint Joseph's,,0,HOME,0,Navy,"Nov 4, 2024",,3,4,0.75,3,4,0.75,5,8,0.625,7,0,3,5,0,2,1,1,0,1,0,0,0,0,0,0,14.921,,,,,,0.2,0.222222222222222,0,0,0,0,0,0,0,1,,4.75
,Saint Joseph's,,0,HOME,0,Central Connecticut,"Nov 8, 2024",,4,8,0.5,2,5,0.4,2,6,0.333333333333333,-6,-1,5,4,2,0,0,1,0,0,0,0,0,0,0,0,11.702,,,,,,0.17910447761194,0.178082191780822,0,0,0,0,0,0,0,0,,2.8457
Saint Louis,,,,,,,,,3,13,,3,8,,8,10,,,-3.5,5,7.5,2,3.5,2.5,1.5,1.5,0.5,0,0,,1,0,0,,,,,,,,,,,,,,,,,,5.6224
,Saint Louis,,0,NEUTRAL,0,Santa Clara,"Nov 4, 2024",,2,7,0.285714285714286,2,4,0.5,2,2,1,-7,0,5,6,1,2,3,2,2,0,0,0,0,1,0,0,27.311,,,,,,0.102564102564103,0.0941176470588235,0,0,0,0,0,0,0,0,,5.1887
,Saint Louis,,0,HOME,0,Loyola Marymount,"Nov 16, 2024",,1,6,0.166666666666667,1,4,0.25,6,8,0.75,6,-7,5,9,3,5,2,1,1,1,0,0,0,0,0,0,11.192,,,,,,0.116883116883117,0.225352112676056,0,0,0,0,0,0,0,0,,0.4337
Saint Mary's,,,,,,,,,6,15,,1,3,,8,11,,,-0.5,5.5,3.5,3.5,2,2,0.5,0,1,0,0,,1,0,0,,,,,,,,,,,,,,,,,,6.4226
,Saint Mary's,,0,NEUTRAL,0,Nebraska,"Nov 17, 2024",,3,10,0.3,1,3,0.333333333333333,2,4,0.5,3,-2,5,5,5,2,1,1,0,1,0,0,0,1,0,0,2.659,,,,,,0.116883116883117,0.148648648648649,0,0,0,0,0,0,0,0,,2.7503
,Saint Mary's,,0,HOME,0,Towson,"Nov 4, 2024",,3,5,0.6,0,0,0,6,7,0.857142857142857,7,1,6,2,2,2,3,0,0,1,0,0,0,0,0,0,25.225,,,,,,0.157894736842105,0.159420289855072,0,0,0,0,0,0,0,0,,3.6723
Saint Peter's,,,,,,,,,10,27,,2,10,,10,18,,,-2.75,6,5.75,1,1.5,2,1,0.25,0.25,0,0,,0,1,0,,,,,,,,,,,,,,,,,,3.1824
,Saint Peter's,,0,AWAY,0,Rutgers,"Nov 11, 2024",,1,9,0.111111111111111,0,5,0,0,3,0,-10,-9,6,9,1,1,1,1,0,0,0,0,1,0,1,0,25.195,,,,,,0.0307692307692308,0.146666666666667,0,0,0,0,0,0,0,0,,-4.7579
,Saint Peter's,,0,AWAY,0,Seton Hall,"Nov 4, 2024",,1,4,0.25,0,0,0,1,4,0.25,-4,-3,5,7,0,2,3,2,0,0,0,0,1,0,0,0,33.852,,,,,,0.0566037735849057,0.105263157894737,0,0,0,0,0,0,0,0,,-2.193
,Saint Peter's,,0,AWAY,0,UMBC,"Nov 16, 2024",,3,6,0.5,0,2,0,4,5,0.8,8,-1,7,6,1,3,2,0,0,1,0,0,1,0,0,0,12.039,,,,,,0.144927536231884,0.180327868852459,0,0,0,0,0,0,0,0,,2.045
,Saint Peter's,,0,AWAY,0,UMass Lowell,"Nov 8, 2024",,5,8,0.625,2,3,0.666666666666667,5,6,0.833333333333333,-7,2,6,1,2,0,2,1,1,0,0,0,1,0,0,0,20.004,,,,,,0.22972972972973,0.185185185185185,0,0,0,0,0,0,0,1,,8.0883
Sam Houston St.,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Sam Houston St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samford,,,,,,,,,10,23,,3,9,,6,14,,,-4,4.5,11,2.5,4,2,3,1.5,0.5,0,0,,0,0,1,,,,,,,,,,,,,,,,,,5.7339
,Samford,,0,AWAY,1,North Alabama,"Nov 15, 2024",,5,13,0.384615384615385,2,6,0.333333333333333,4,12,0.333333333333333,1,-9,7,14,4,4,4,2,0,1,0,0,1,0,0,1,14.617,,,,,,0.164948453608247,0.260416666666667,0,0,0,0,0,0,0,0,,-2.7504
,Samford,,0,AWAY,0,Cornell,"Nov 8, 2024",,5,10,0.5,1,3,0.333333333333333,2,2,1,-2,1,2,8,1,4,0,4,3,0,0,0,1,0,0,0,18.884,,,,,,0.151162790697674,0.136363636363636,0,0,0,0,0,0,0,0,,8.4843
San Diego,,,,,,,,,10,28,,1,5,,14,22,,,-2,4.33333333333333,6.66666666666667,1.33333333333333,1.33333333333333,2.66666666666667,4,2,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,12.9619
,San Diego,,0,HOME,0,Rider,"Nov 6, 2024",,4,8,0.5,1,1,1,2,4,0.5,-1,2,5,6,1,1,1,2,1,0,0,0,0,0,0,0,9.933,,,,,,0.164179104477612,0.132352941176471,0,0,0,0,0,0,0,0,,5.664
,San Diego,,0,HOME,0,Idaho St.,"November 16, 2024",,2,8,0.25,0,3,0,3,5,0.6,-12,-8,2,9,0,3,3,3,2,0,0,0,0,0,0,0,12.296,,,,,,0.106060606060606,0.192307692307692,0,0,0,0,0,0,0,0,,-1.144
,San Diego,,0,HOME,0,Portland St.,"November 12, 2024",,4,12,0.333333333333333,0,1,0,9,13,0.692307692307692,-9,0,6,5,3,0,4,7,3,0,0,0,0,0,0,0,10.258,,,,,,0.223684210526316,0.188235294117647,0,0,0,0,0,0,0,1,,8.4419
San Diego St.,,,,,,,,,3,5,,0,1,,3,6,,,1,4,4,0,1,1,2,1,1,0,0,,0,0,0,,,,,,,,,,,,,,,,,,4.443
,San Diego St.,,0,HOME,0,UC San Diego,"Nov 6, 2024",,3,5,0.6,0,1,0,3,6,0.5,5,1,4,4,0,1,1,2,1,1,0,0,0,0,0,0,14.052,,,,,,0.142857142857143,0.137931034482759,0,0,0,0,0,0,0,0,,4.443
San Francisco,,,,,,,,,1,6,,0,2,,9,11,,,-1,7,6,2,2,3,3,2,1,0,0,,0,0,0,,,,,,,,,,,,,,,,,,5.231
,San Francisco,,0,HOME,0,Cal Poly,"Nov 5, 2024",,1,6,0.166666666666667,0,2,0,9,11,0.818181818181818,8,-1,7,6,2,2,3,3,2,1,0,0,0,0,0,0,5.479,,,,,,0.127906976744186,0.153846153846154,0,0,0,0,0,0,0,0,,5.231
San Jose St.,,,,,,,,,5,15,,1,7,,6,8,,,-3,5,4.5,1.5,0,0.5,1,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,6.4813
,San Jose St.,,0,HOME,0,UC Santa Barbara,"Nov 17, 2024",,3,10,0.3,1,4,0.25,2,2,1,-5,-2,6,3,3,0,0,1,1,0,0,0,0,0,0,0,32.647,,,,,,0.152542372881356,0.171875,0,0,0,0,0,0,0,0,,5.103
,San Jose St.,,0,HOME,0,Western Illinois,"Nov 4, 2024",,2,5,0.4,0,3,0,4,6,0.666666666666667,-4,-4,4,6,0,0,1,1,1,0,0,0,0,0,0,0,11.431,,,,,,0.145454545454545,0.203389830508475,0,0,0,0,0,0,0,0,,1.3783
Santa Clara,,,,,,,,,11,33,,1,13,,11,16,,,-6,8.66666666666667,6.66666666666667,3,1,2.33333333333333,1.66666666666667,0.666666666666667,0.333333333333333,0,1,,2,0,1,,,,,,,,,,,,,,,,,,2.2569
,Santa Clara,,0,HOME,1,North Dakota St.,"Nov 13, 2024",,6,17,0.352941176470588,0,7,0,4,8,0.5,-8,-15,14,9,6,1,3,1,1,0,0,1,0,0,0,1,18.69,,,,,,0.2,0.352272727272727,1,0,0,0,0,1,0,1,,-5.8471
,Santa Clara,,0,NEUTRAL,0,Arizona St.,"Nov 8, 2024",,3,8,0.375,1,4,0.25,3,4,0.75,-7,-3,6,6,1,1,2,1,0,0,0,0,0,1,0,0,10.705,,,,,,0.135135135135135,0.160493827160494,0,0,0,0,0,0,0,0,,0.76
,Santa Clara,,0,NEUTRAL,0,Saint Louis,"Nov 4, 2024",,2,8,0.25,0,2,0,4,4,1,7,0,6,5,2,1,2,3,1,1,0,0,0,1,0,0,26.838,,,,,,0.0941176470588235,0.102564102564103,0,0,0,0,1,0,0,0,,7.344
Seattle,,,,,,,,,9,22,,5,9,,10,15,,,-2.33333333333333,3.33333333333333,4.66666666666667,1.33333333333333,0.666666666666667,2,1.33333333333333,1,0,0,2,,0,0,0,,,,,,,,,,,,,,,,,,-0.3677
,Seattle,,0,HOME,0,Liberty,"Nov 9, 2024",,4,6,0.666666666666667,2,2,1,0,1,0,-2,-3,3,2,1,0,2,1,1,0,0,1,0,0,0,0,35.501,,,,,,0.15625,0.196969696969697,1,0,0,0,0,1,0,0,,-2.5773
,Seattle,,0,AWAY,0,Cal Poly,"Nov 14, 2024",,1,8,0.125,0,3,0,3,5,0.6,-4,-5,4,9,1,2,3,3,2,0,0,1,1,0,0,0,5.479,,,,,,0.0704225352112676,0.133333333333333,1,0,0,0,0,1,0,0,,-3.805
,Seattle,,0,AWAY,0,Eastern Washington,"Nov 6, 2024",,4,8,0.5,3,4,0.75,7,9,0.777777777777778,-7,1,3,3,2,0,1,0,0,0,0,0,1,0,0,0,25.019,,,,,,0.209302325581395,0.182795698924731,0,0,0,0,0,0,0,1,,6.0146
Seton Hall,,,,,,,,,5,15,,3,4,,10,19,,,1,4.66666666666667,4.66666666666667,1.66666666666667,0.666666666666667,1.66666666666667,2,0.666666666666667,0.333333333333333,0,0,,1,0,0,,,,,,,,,,,,,,,,,,12.1935
,Seton Hall,,0,HOME,0,Fordham,"Nov 9, 2024",,2,6,0.333333333333333,1,1,1,3,5,0.6,-1,0,4,6,2,2,1,2,1,0,0,0,0,0,0,0,11.706,,,,,,0.142857142857143,0.140350877192982,0,0,0,0,0,0,0,0,,4.6763
,Seton Hall,,0,NEUTRAL,0,Hofstra,"Nov 13, 2024",,3,5,0.6,2,3,0.666666666666667,1,3,0.333333333333333,-1,0,3,3,1,0,2,1,1,0,0,0,0,1,0,0,30.685,,,,,,0.1875,0.183673469387755,0,0,0,0,0,0,0,0,,3.6213
,Seton Hall,,0,HOME,0,Saint Peter's,"Nov 4, 2024",,0,4,0,0,0,0,6,11,0.545454545454545,4,3,7,5,2,0,2,3,0,1,0,0,0,0,0,0,47.634,,,,,,0.105263157894737,0.0566037735849057,0,0,0,0,0,0,0,0,,3.8959
Siena,,,,,,,,,16,38,,8,13,,22,32,,,1.75,6.5,6.5,2.5,2.25,2.5,2.75,1.25,0.75,2,0,,0,0,2,,,,,,,,,,,,,,,,,,29.3875
,Siena,,0,HOME,0,American,"Nov 12, 2024",,3,4,0.75,2,2,1,5,8,0.625,8,3,5,2,0,0,1,1,1,1,0,0,0,0,0,0,11.983,,,,,,0.175675675675676,0.151515151515152,0,0,0,0,0,0,0,0,,7.576
,Siena,,0,HOME,1,Brown,"Nov 4, 2024",,4,12,0.333333333333333,0,1,0,12,16,0.75,1,1,10,8,5,3,2,2,1,1,1,0,0,0,0,1,15.241,,,,,,0.277777777777778,0.267605633802817,0,0,0,0,0,0,0,1,,8.1113
,Siena,,0,AWAY,0,Albany,"Nov 16, 2024",,3,9,0.333333333333333,2,5,0.4,1,2,0.5,-10,-6,3,6,2,1,3,1,0,0,0,0,1,0,0,0,7.529,,,,,,0.15,0.214285714285714,0,0,0,0,0,0,0,0,,-1.7167
,Siena,,0,AWAY,1,Bryant,"Nov 8, 2024",,6,13,0.461538461538462,4,5,0.8,4,6,0.666666666666667,2,9,8,10,3,5,4,7,3,1,1,0,1,0,0,1,24.98,,,,,,0.222222222222222,0.125,0,1,0,0,0,0,0,1,,15.4169
SIU Edwardsville,,,,,,,,,5,9,,3,6,,4,6,,,5,8,3,4,1,2,0,0,1,1,0,,0,0,0,,,,,,,,,,,,,,,,,,8.4099
,SIU Edwardsville,,0,AWAY,0,Indiana St.,"Nov 12, 2024",,5,9,0.555555555555556,3,6,0.5,4,6,0.666666666666667,5,5,8,3,4,1,2,0,0,1,1,0,1,0,0,0,33.401,,,,,,0.220779220779221,0.166666666666667,0,0,0,0,0,0,0,1,,8.4099
SMU,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,SMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Alabama,,,,,,,,,12,25,,2,6,,20,26,,,5,6,3.25,1.75,0.5,1,1.5,0.75,0.5,1,0,,0,1,0,,,,,,,,,,,,,,,,,,32.7711
,South Alabama,,0,AWAY,0,Nicholls St.,"Nov 8, 2024",,3,5,0.6,1,1,1,8,10,0.8,6,10,8,4,0,0,0,1,1,1,1,0,1,0,0,0,23.227,,,,,,0.214285714285714,0.078125,0,1,0,0,0,0,0,1,,14.614
,South Alabama,,0,AWAY,0,Mississippi,"Nov 12, 2024",,2,8,0.25,0,1,0,0,1,0,-10,-5,5,5,2,0,1,0,0,0,0,0,1,0,1,0,-2.457,,,,,,0.0740740740740741,0.140625,0,0,0,0,0,0,0,0,,-1.876
,South Alabama,,0,HOME,0,Mercer,"Nov 16, 2024",,1,5,0.2,0,2,0,9,10,0.9,9,3,8,1,4,0,2,1,1,1,0,0,0,0,0,0,12.945,,,,,,0.146666666666667,0.121212121212121,0,0,0,0,0,0,0,0,,7.647
,South Alabama,,0,HOME,0,Central Michigan,"Nov 4, 2024",,6,7,0.857142857142857,1,2,0.5,3,5,0.6,-4,12,3,3,1,2,1,4,1,0,0,0,0,0,0,0,9.536,,,,,,0.228571428571429,0.0540540540540541,0,0,0,0,0,0,1,1,,12.3861
South Carolina,,,,,,,,,5,7,,0,0,,1,2,,,-6,4,6,1,4,2,0,0,0,0,1,,0,0,0,,,,,,,,,,,,,,,,,,-6.3307
,South Carolina,,0,HOME,0,North Florida,"Nov 4, 2024",,5,7,0.714285714285714,0,0,0,1,2,0.5,-3,-6,4,6,1,4,2,0,0,0,0,1,0,0,0,0,9.411,,,,,,0.154929577464789,0.22972972972973,1,0,0,0,0,1,0,0,,-6.3307
South Carolina St.,,,,,,,,,4,10,,1,3,,2,2,,,-3,3,7,2,3,0,1,1,0,0,0,,1,0,0,,,,,,,,,,,,,,,,,,3.6103
,South Carolina St.,,0,NEUTRAL,0,Jacksonville,"Nov 14, 2024",,4,10,0.4,1,3,0.333333333333333,2,2,1,-9,-3,3,7,2,3,0,1,1,0,0,0,0,1,0,0,14.844,,,,,,0.17741935483871,0.197183098591549,0,0,0,0,0,0,0,0,,3.6103
South Dakota,,,,,,,,,4,6,,0,1,,7,8,,,-6,3,6,0,3,4,1,0,1,0,0,,0,0,0,,,,,,,,,,,,,,,,,,-1.3183
,South Dakota,,0,HOME,0,East Texas A&M,"Nov 6, 2024",,4,6,0.666666666666667,0,1,0,7,8,0.875,8,-6,3,6,0,3,4,1,0,1,0,0,0,0,0,0,13.773,,,,,,0.164835164835165,0.253012048192771,0,0,0,0,0,0,0,0,,-1.3183
South Dakota St.,,,,,,,,,4,5,,1,2,,3,4,,,-1,3,5,0,3,2,0,0,1,0,0,,0,0,0,,,,,,,,,,,,,,,,,,2.25
,South Dakota St.,,0,HOME,0,Long Beach St.,"Nov 8, 2024",,4,5,0.8,1,2,0.5,3,4,0.75,1,-1,3,5,0,3,2,0,0,1,0,0,0,0,0,0,32.877,,,,,,0.15,0.164556962025316,0,0,0,0,0,0,0,0,,2.25
South Florida,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,South Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southeast Missouri St.,,,,,,,,,4,8,,2,5,,4,8,,,2,7,7,2,2,1,1,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,4.071
,Southeast Missouri St.,,0,HOME,0,Chattanooga,"Nov 17, 2024",,4,8,0.5,2,5,0.4,4,8,0.5,-5,2,7,7,2,2,1,1,0,0,0,0,0,0,0,0,20.783,,,,,,0.170731707317073,0.137931034482759,0,0,0,0,0,0,0,0,,4.071
,Southeast Missouri St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southeastern Louisiana,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Southeastern Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern,,,,,,,,,2,8,,1,2,,2,2,,,-1,5,2,4,0,2,2,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,5.053
,Southern,,0,AWAY,0,East Texas A&M,"Nov 13, 2024",,2,8,0.25,1,2,0.5,2,2,1,-2,-1,5,2,4,0,2,2,1,0,0,0,1,0,0,0,13.773,,,,,,0.102941176470588,0.114285714285714,0,0,0,0,0,0,0,0,,5.053
Southern Illinois,,,,,,,,,5,9,,2,3,,4,6,,,9,8,4,2,1,2,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,9.3606
,Southern Illinois,,0,AWAY,0,Oklahoma St.,"Nov 14, 2024",,5,9,0.555555555555556,2,3,0.666666666666667,4,6,0.666666666666667,-7,9,8,4,2,1,2,0,0,0,0,0,1,0,0,0,8.597,,,,,,0.205128205128205,0.0823529411764706,0,0,0,0,0,0,1,1,,9.3606
Southern Indiana,,,,,,,,,7,20,,1,7,,9,15,,,-3,6.5,8.5,1.5,3,2,2.5,0.5,0.5,1,1,,0,0,1,,,,,,,,,,,,,,,,,,2.1617
,Southern Indiana,,0,HOME,1,Bucknell,"Nov 7, 2024",,2,14,0.142857142857143,0,6,0,5,9,0.555555555555556,-6,-12,8,15,2,5,2,3,1,0,0,1,0,0,0,1,10.183,,,,,,0.130434782608696,0.28,1,0,0,0,0,1,0,0,,-7.916
,Southern Indiana,,0,AWAY,0,Bellarmine,"Nov 13, 2024",,5,6,0.833333333333333,1,1,1,4,6,0.666666666666667,2,6,5,2,1,1,2,2,0,1,1,0,1,0,0,0,17.233,,,,,,0.211267605633803,0.130434782608696,0,1,0,0,0,0,0,1,,10.0777
Southern Miss,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,Southern Miss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Utah,,,,,,,,,4,11,,1,5,,18,28,,,-3,5,4.5,2.5,1,2,0.5,0.5,1,0,0,,0,0,0,,,,,,,,,,,,,,,,,,5.1781
,Southern Utah,,0,HOME,0,Nebraska Omaha,"Nov 16, 2024",,1,6,0.166666666666667,1,5,0.2,9,14,0.642857142857143,6,-2,8,5,4,0,1,0,0,1,0,0,0,0,0,0,10.356,,,,,,0.151898734177215,0.191780821917808,0,0,0,0,0,0,0,0,,3.4044
,Southern Utah,,0,HOME,0,FIU,"Nov 9, 2024",,3,5,0.6,0,0,0,9,14,0.642857142857143,5,-4,2,4,1,2,3,1,1,1,0,0,0,0,0,0,11.907,,,,,,0.1875,0.253333333333333,0,0,0,0,0,0,0,0,,1.7737
St. Bonaventure,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
,St. Bonaventure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. John's,,,,,,,,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,0
