Team,,FGM,FGA,FG3sM,FG3sA,FTM,FTA,OReb,DReb,AST,TO,STL,PF,PTS_OFF_TURN,FST_BREAK,PTS_PAINT,Points,Opp Points,Win,Loss,OPP_FGM,OPP_FGA,OPP_FG3sM,OPP_FG3sA,OPP_OReb,OPP_DReb,OPP_AST,OPP_TO,OPP_PF,OPP_PTS_OFF_TURN,OPP_FST_BREAK,OPP_PTS_PAINT
Purdue,,117,221,40,87,67,98,8.25,26.25,19.5,10.5,5.25,12.5,10.5,8,32.5,85.25,71.25,3,1,108,252,28,97,11,21,16,10,18.25,10.25,6.75,38
Purdue Fort Wayne,,84,185,30,82,54,66,10,22.6666666666667,10.3333333333333,9.66666666666667,7.66666666666667,16.6666666666667,18,11.3333333333333,36,84,72.6666666666667,3,1,75,168,20,71,9,24.6666666666667,11.3333333333333,14.6666666666667,18.6666666666667,10.3333333333333,9,30
Queens,,65,192,28,91,29,49,9.66666666666667,25.6666666666667,13,14,6,14.6666666666667,14,9.33333333333333,24.6666666666667,62.3333333333333,83,3,1,96,217,32,86,16.6666666666667,36,15.6666666666667,13.6666666666667,15,15.6666666666667,10.3333333333333,39.3333333333333
Quinnipiac,,69,183,19,83,36,45,10.3333333333333,22.6666666666667,11.3333333333333,14.3333333333333,10.6666666666667,17.3333333333333,13.3333333333333,9,28.6666666666667,64.3333333333333,79.6666666666667,3,1,84,197,24,73,16.3333333333333,27.3333333333333,16.3333333333333,14.6666666666667,14,14.6666666666667,16.3333333333333,35.3333333333333
Radford,,111,228,34,87,68,103,12.25,23.75,12.5,10.75,5.5,15.25,16.75,12.5,32,81,82.25,3,1,107,236,45,118,11.5,22.25,14.75,11.25,16.25,14.25,15,28
Rhode Island,,59,109,12,32,57,70,6,33,16.5,9.5,4.5,24,15,24.5,46,93.5,67.5,3,1,44,131,16,63,13.5,22,12.5,12,26.5,4.5,5.5,24
Rice,,85,212,33,105,82,128,12,28.5,13.25,15,6,22.25,10.5,9,21,71.25,67,3,1,90,232,25,84,11.25,26,10.75,12.5,23.25,17.5,14.5,27.5
Richmond,,67,176,17,71,45,64,7,26.3333333333333,9,10,8.66666666666667,21,12.3333333333333,6,28,65.3333333333333,74.6666666666667,3,1,68,163,27,79,7.66666666666667,31,12.6666666666667,13,15,7,2,26.6666666666667
Rider,,90,217,26,78,66,96,11.75,26.25,13,14.25,5,15.75,8.25,6.5,23.5,68,71,3,1,106,249,28,95,12.25,23.5,15,10.5,16,13.75,8.75,32
Robert Morris,,97,250,34,103,48,67,13.5,26.25,12.25,14,4.75,16.75,14.5,7,30.5,69,70.75,3,1,97,217,26,77,6.5,27.25,11,12.5,14.25,17,14,31
Rutgers,,86,163,21,59,55,78,7.66666666666667,30.6666666666667,17.6666666666667,8.66666666666667,6.66666666666667,12.6666666666667,15.6666666666667,23.3333333333333,39.3333333333333,82.6666666666667,66,3,1,75,194,28,72,12,22.3333333333333,12.3333333333333,10,20.3333333333333,9.66666666666667,7.66666666666667,23.3333333333333
Sacramento St.,,65,161,26,89,24,38,9.66666666666667,26,12,16.6666666666667,5,23.3333333333333,13.3333333333333,6.33333333333333,22,60,69,3,1,65,165,22,75,12,25.3333333333333,12.3333333333333,12.3333333333333,17.6666666666667,19.3333333333333,10.6666666666667,24
Sacred Heart,,128,303,42,112,59,87,10.8,23.4,13.2,12.6,7,17.6,14.2,10.8,32.8,71.4,79.8,3,1,131,276,53,135,9.8,26.4,17,12.8,13.8,13.4,9.4,28.4
Saint Francis,,113,284,35,120,43,62,7.8,21.6,10,16.6,7.6,16.6,15,8.6,27.6,60.8,79.4,3,1,142,297,39,133,11.2,27.8,15.4,14.4,13.4,18.4,13.2,38.4
Saint Joseph's,,103,233,34,105,66,85,10.5,25.75,14.5,12.25,7.75,12.75,17.25,15.25,31.5,76.5,70.25,3,1,106,247,30,92,10.5,24.25,12.75,13.25,17.25,12.5,10.25,35
Saint Louis,,56,122,23,63,20,29,10.5,27.5,13,14.5,3.5,17.5,8.5,5,31,77.5,78,3,1,51,128,22,64,14,24.5,9.5,12,15.5,12.5,8,26
Saint Mary’s,,113,237,28,80,72,104,16,24.75,16.25,9.75,7.25,17.25,13.25,10,39.5,81.5,71.25,3,1,100,231,30,78,9.5,19.25,14.5,10.25,21,9.5,9,27
Saint Peter's,,113,218,38,102,47,71,12.5,24.5,10.75,14.25,4.75,25,12,7.75,20.5,65.25,68.5,3,1,86,209,18,69,10.25,22,11,9.5,14.5,13.25,14.75,30.5
Sam Houston St.,,80,179,34,79,39,57,11.6666666666667,19.6666666666667,17.3333333333333,15.3333333333333,7.33333333333333,20,15.6666666666667,11.6666666666667,24,77.6666666666667,85.6666666666667,3,1,96,180,28,66,13,24,20,16.3333333333333,18.3333333333333,16.3333333333333,11.3333333333333,38.6666666666667
Samford,,92,205,40,104,56,77,12.6666666666667,25.3333333333333,16.6666666666667,14.3333333333333,10.3333333333333,21.3333333333333,19.3333333333333,15,34,93.3333333333333,88.6666666666667,4,1,89,200,20,74,15.6666666666667,28,19.3333333333333,16,17,16.6666666666667,23,42
San Diego,,100,242,23,85,60,82,11.75,24.75,13,15.5,8.25,18.75,15.5,17.75,32,70.75,72.75,3,1,100,236,33,97,10.75,26,12.75,15.5,19.5,12.75,8.5,30
San Diego St.,,22,50,8,22,11,15,5,33,13,14,6,12,12,11,22,63,58,3,1,20,61,10,26,9,23,10,8,16,9,3,20
San Francisco,,119,235,34,98,64,83,10.25,27.5,17,13.5,9,14.75,22,14.5,36.5,84,60.5,3,1,83,233,26,94,9.75,21.25,8.75,17,14.25,12.75,9,24
San Jose St.,,81,212,18,70,70,87,7.75,22.25,7,7.5,5,16.75,8.5,7.5,24.5,62.5,70.75,3,1,105,220,27,84,8.5,26,11.75,9.75,16.75,8,6,35
Santa Clara,,109,265,32,122,48,71,13.25,22.5,10.75,9.75,8.75,23,15.5,7.25,36.5,74.5,83,3,1,107,219,51,121,8.5,29.75,17,14.25,20.25,11,10.5,26
Seattle,,104,218,36,86,61,91,8.75,22.75,12.75,12.5,7,16.5,12.25,9,29,76.25,76.25,3,1,111,216,30,85,6,22.25,13.75,11.75,18.5,13.5,10.5,37
Seton Hall,,73,190,23,63,46,80,10.75,23.75,11.25,13.75,7.5,15.25,11.5,5.5,23,53.75,46.75,3,1,62,186,23,83,8.75,22.5,9.25,15.25,18.75,14.5,8.75,17
Siena,,99,241,28,81,70,93,14.75,21,9,14,8,19.25,15.25,1.75,27.5,74,73.75,3,1,102,229,28,70,12.75,23.75,10,15,20.5,13.75,8.5,34
SIU Edwardsville,,136,323,43,130,36,60,13.4,24.6,14.8,13,5.8,18.4,12.8,10.6,32.8,70.2,72,3,1,120,288,44,129,11.6,25.6,12.8,12,13,15.6,7.2,26
SMU,,122,257,32,88,73,97,14,26.25,16.75,11.5,10.25,18.25,21,21.5,39,87.25,71,3,1,89,229,32,87,11,24.25,12.75,16.5,16.5,12.25,8.25,22
South Alabama,,89,222,33,115,58,82,9.75,29.25,13.75,10.75,6,11.5,12.75,14,25.5,67.25,67,3,1,91,237,46,137,9.75,26.75,16,11.25,13.75,16.25,11,21.5
South Carolina,,106,235,27,93,69,103,12.5,27.75,15.5,12.5,5.5,17,14.75,14,36,77,69.75,3,1,95,241,26,87,13.25,22.75,10,11,19,11.75,9.25,26.5
South Carolina St.,,68,185,11,50,41,71,14,20,11.6666666666667,13.3333333333333,10.3333333333333,18,16.3333333333333,10,28.6666666666667,62.6666666666667,77.3333333333333,3,1,81,171,21,61,13,29.6666666666667,16.3333333333333,16.3333333333333,16.6666666666667,17.6666666666667,12,34.6666666666667
South Dakota,,90,184,23,69,58,87,11.6666666666667,23.6666666666667,14,14,6.66666666666667,21.3333333333333,17.6666666666667,9.66666666666667,40.6666666666667,87,86,3,1,95,200,23,77,12.6666666666667,26.3333333333333,13,13.3333333333333,23,17.6666666666667,15,46.6666666666667
South Dakota St.,,80,188,22,75,47,60,12.6666666666667,28.6666666666667,10.6666666666667,12,4,16.3333333333333,9.33333333333333,6.33333333333333,35.3333333333333,76.3333333333333,76.6666666666667,2,1,76,178,27,81,7,25,10.3333333333333,9,17.6666666666667,13,8.66666666666667,25.3333333333333
South Florida,,105,246,32,108,71,96,12.25,26.75,15.25,12.5,7.5,18.5,11.5,15.5,34,78.25,77,3,1,105,240,21,89,10.5,26.75,13,12,21,15.5,10.25,37
Southeast Missouri St.,,85,190,24,74,24,40,6.66666666666667,23.3333333333333,13,11,7.66666666666667,24.6666666666667,14.6666666666667,6.33333333333333,27.3333333333333,72.6666666666667,86.6666666666667,3,1,83,177,22,74,12.3333333333333,30,12.3333333333333,13.3333333333333,14,13.6666666666667,7.66666666666667,36.6666666666667
Southeastern Louisiana,,19,54,9,25,12,17,9,28,12,19,5,20,7,5,16,59,80,3,1,27,62,7,28,13,28,15,11,11,16,14,38
Southern,,83,188,19,52,36,61,12,23.3333333333333,13.6666666666667,14,8.33333333333333,18,16,10.6666666666667,41.3333333333333,73.6666666666667,84,3,1,89,174,35,87,8,26.3333333333333,19,14,17,16.3333333333333,15.3333333333333,35.3333333333333
Southern Illinois,,74,173,19,59,54,80,10.6666666666667,23.6666666666667,11,15,7,22,10.3333333333333,7.66666666666667,32,73.6666666666667,84,3,1,83,166,22,56,9.66666666666667,25.6666666666667,16,11.6666666666667,21,20,10,36.6666666666667
Southern Indiana,,105,229,29,76,53,68,7,25,10,12.25,6.25,13.25,12.25,11.75,32,73,79.25,3,1,105,231,39,107,9.5,25.25,11.25,11.75,10.5,14.25,7,32.5
Southern Miss,,59,118,15,44,28,35,5.5,25.5,16,17,6.5,13.5,14.5,4.5,18,80.5,83,3,1,66,142,17,53,11,22.5,17,11.5,14,23.5,17,29
Southern Utah,,52,107,13,42,42,66,10,30,12,16.5,5.5,18.5,12,21.5,35,79.5,74,3,1,56,130,11,35,10.5,23.5,13,11.5,20.5,18.5,22.5,38
St. Bonaventure,,103,224,28,95,68,100,12,26.75,11.75,11.75,8,10.75,15.75,12.75,35.5,75.5,62.75,3,1,92,232,36,107,9,22,13.25,13.75,18.5,8.25,5.5,23.5
St. John's,,123,247,29,87,64,91,13.25,29.25,18,13.5,8.75,15.25,18,22.25,38.5,84.75,62.25,3,1,89,239,29,95,12,20.75,13,15,15.75,10.75,5.75,26.5
St. Thomas,,57,115,23,54,24,34,8.5,28.5,15,17,4,16.5,12.5,4,33,80.5,78,3,1,53,123,16,57,8.5,22.5,15.5,10,17.5,15,16,35
Stanford,,113,242,39,106,69,85,12.75,23.75,15,9,9.75,18.75,18.75,10.5,34,83.5,61,3,1,84,197,19,67,7,20,7.5,14.5,18.25,9,4.5,23.5
Stephen F. Austin,,36,103,8,31,20,36,15.5,24,6.5,17.5,6.5,22,11,3,23,50,62.5,3,1,40,104,18,52,14.5,22.5,13.5,14,15,15.5,5.5,21
Stetson,,73,167,20,68,26,46,8,24.3333333333333,11.6666666666667,14,5.33333333333333,11,7.66666666666667,9.33333333333333,32.6666666666667,64,79.3333333333333,3,1,92,207,28,77,13.3333333333333,26,17,9,15.6666666666667,15.3333333333333,11.3333333333333,37.3333333333333
Stonehill,,83,209,43,108,54,81,6.25,25,14.25,13.5,7.75,19,15,7.25,17,65.75,73.5,3,1,101,248,33,100,15.75,28.75,11.5,14,14.25,14.75,8,29
Stony Brook,,67,178,19,69,38,58,12,19.6666666666667,10,12.6666666666667,5.33333333333333,16.3333333333333,11.3333333333333,8.33333333333333,28,63.6666666666667,89.3333333333333,3,1,100,185,27,82,12.3333333333333,29,18.3333333333333,10.3333333333333,18.3333333333333,16.6666666666667,14.3333333333333,45.3333333333333
Syracuse,,99,215,17,67,49,77,14.6666666666667,32.3333333333333,17.6666666666667,9.66666666666667,4,13,12.6666666666667,11.3333333333333,46,88,83,3,1,88,193,27,83,6,28.3333333333333,11.3333333333333,10.6666666666667,21,14.3333333333333,14.6666666666667,34
Tarleton St.,,72,190,19,54,54,82,7.5,18.25,10.5,23.5,7.5,20,12.75,6.75,17.5,54.25,90.75,3,1,117,235,44,105,15.25,24.75,18.25,15.25,16.5,28.75,20.75,31
TCU,,117,243,27,74,47,77,9.75,22.75,15.5,12.75,8.25,12.75,13,12.5,26.5,78,64.25,3,1,77,192,22,83,6,19.75,11.25,14,16.75,10.5,9,23
Temple,,108,232,33,80,73,104,10.25,27.5,11.5,9.75,6.25,13.5,14.5,7.25,31,80.5,69.25,3,1,100,263,27,100,15,24.25,14.25,10.75,19.5,9.25,7.25,30.5
Tennessee,,157,268,41,98,89,115,9.4,28.2,19.6,13.6,7.8,17,19,17.2,43.6,88.8,60.2,3,1,98,281,40,145,8.4,15,9,13,19.6,10,2,22
Tennessee Martin,,69,182,28,90,32,50,13,28.3333333333333,13,16.3333333333333,8.66666666666667,18,10.6666666666667,6,26.6666666666667,66,72,3,1,72,186,24,96,12.3333333333333,27,12,12.6666666666667,14.3333333333333,19.3333333333333,11.6666666666667,26
Tennessee St.,,115,243,21,72,59,109,13.5,28.5,10.5,16.25,7.5,21.75,13.75,5.75,36,77.5,81.75,3,1,117,258,30,85,12.75,25.25,16.75,13.25,20.5,16.25,12.25,37.5
Tennessee Tech,,106,236,43,123,29,50,6.75,21.75,16,13.25,8.5,15,9.75,11.25,28,71,77.5,3,1,117,263,28,98,16,28.5,15.75,14,12.5,14,11.25,42
Texas,,126,238,31,80,73,102,10.25,28.5,15.75,8,6.75,13.75,20.25,15,40.5,89,60,3,1,81,226,33,95,8.25,20.75,9,14.5,18.25,7.5,4.25,17.5
Texas A&M,,108,231,32,85,75,110,14.5,27.75,15.25,12,6.25,12,15,9.5,37,80.75,63.5,3,1,81,225,29,98,10.75,20,12,12.25,23.75,11.75,6.25,22.5
Texas A&M Corpus Chris,,85,190,20,63,46,75,10,22.6666666666667,15.6666666666667,12.3333333333333,7.66666666666667,23.3333333333333,15,16.6666666666667,38,78.6666666666667,91,3,1,89,178,27,71,12,27,18.3333333333333,13.6666666666667,15,16,16.6666666666667,39.3333333333333
Texas Southern,,98,250,20,72,61,80,10.75,24.5,14.75,12.25,7.75,22,11,9.75,25,69.25,87,3,1,100,240,49,137,12.5,29.5,17.25,11.5,16.5,14.75,10.5,21.5
Texas St.,,59,142,15,40,62,80,6,25.3333333333333,10.6666666666667,14.3333333333333,6.66666666666667,16,14,12.3333333333333,24,65,64,3,1,69,159,18,51,9.66666666666667,24.3333333333333,12,15,19.3333333333333,16.3333333333333,15,30
Texas Tech,,104,181,32,67,36,50,11.3333333333333,27.3333333333333,17.6666666666667,11.3333333333333,10.3333333333333,15,21,18.6666666666667,39.3333333333333,92,58.3333333333333,3,1,65,172,17,48,12,16.3333333333333,9.33333333333333,15.3333333333333,17.6666666666667,7.33333333333333,3,22
The Citadel,,77,181,20,77,33,52,13,28,13.6666666666667,13.6666666666667,5,20,8,6.66666666666667,34.6666666666667,69,67.6666666666667,3,1,68,168,11,46,9.66666666666667,26,7,9.33333333333333,15.6666666666667,13,10.6666666666667,31.3333333333333
Toledo,,120,250,19,65,73,96,9.25,27.5,15,9.5,5.25,11.75,13,12,46.5,83,77,3,1,122,266,28,88,11,26,12.5,11,15.25,10.75,6.75,42
Towson,,67,173,18,59,38,61,11.3333333333333,19.3333333333333,9,9.66666666666667,7.33333333333333,17,9.66666666666667,8.33333333333333,28,63.3333333333333,73,3,1,74,164,19,65,11,27.3333333333333,13.6666666666667,12.6666666666667,15,11.3333333333333,13.3333333333333,34
Troy,,108,252,20,90,36,53,14.25,25.5,15,18.5,9.25,18.75,14.5,7.75,39.5,68,70.5,3,1,105,246,24,82,11.25,23.5,15.75,14.5,15.75,18.5,12.5,36
Tulane,,78,173,31,78,44,60,10.6666666666667,27,15.6666666666667,11.6666666666667,8.33333333333333,15,17.3333333333333,8.66666666666667,30,77,63.3333333333333,3,1,62,180,25,82,14,24,16,13.3333333333333,13,15,13,22.6666666666667
Tulsa,,97,217,27,91,73,103,15.3333333333333,26.3333333333333,16.3333333333333,10,10.6666666666667,18.6666666666667,24.3333333333333,14.3333333333333,42.6666666666667,98,89,3,1,94,196,24,73,12.6666666666667,31,11,16.6666666666667,15,11,9.33333333333333,40.6666666666667
UAB,,84,199,14,53,43,61,16,27.3333333333333,10.6666666666667,10.3333333333333,7,16.6666666666667,19.6666666666667,18,40.6666666666667,75,73,3,1,75,179,26,73,10,25.3333333333333,11.6666666666667,11.6666666666667,15.3333333333333,11.6666666666667,8,32
UC Davis,,73,180,18,70,53,69,9.66666666666667,27,7.33333333333333,14.3333333333333,6,21,16.6666666666667,6.33333333333333,28,72.3333333333333,77.6666666666667,3,1,77,182,22,70,12.6666666666667,29.3333333333333,13,14.3333333333333,20.3333333333333,14,11.6666666666667,34.6666666666667
UC Irvine,,83,179,22,60,38,43,8.66666666666667,33.6666666666667,15,12.3333333333333,4,13,10.3333333333333,3,36,75.3333333333333,57.6666666666667,3,1,66,178,19,63,5.33333333333333,23,10,9.66666666666667,15,11,6.33333333333333,26.6666666666667
UC Riverside,,81,184,26,75,38,58,8.66666666666667,24,12.3333333333333,8.66666666666667,6.33333333333333,20.3333333333333,11.6666666666667,4,26,75.3333333333333,82,3,1,90,188,19,62,12,28.3333333333333,13.6666666666667,9.33333333333333,18,12.3333333333333,9,42.6666666666667
UC San Diego,,97,232,39,108,54,78,9.5,19.75,15.25,8.75,8.5,19,18.75,11.5,27,71.75,69.25,2,2,92,191,35,92,7.25,28,13.25,15.75,16.5,9.25,8.75,23
UC Santa Barbara,,87,175,34,85,41,53,8.33333333333333,29,15.6666666666667,12,5.66666666666667,13.3333333333333,16.6666666666667,10,31.3333333333333,83,66,3,1,73,187,19,76,10.3333333333333,22.6666666666667,10,11,15.3333333333333,13,10.6666666666667,32
UCF,,74,169,23,74,68,86,10.6666666666667,27.6666666666667,15.3333333333333,13.3333333333333,7.66666666666667,17,11.6666666666667,8.66666666666667,27.3333333333333,79.6666666666667,74.3333333333333,3,1,80,192,29,86,11.6666666666667,22.3333333333333,12.6666666666667,12.6666666666667,19.6666666666667,13.3333333333333,7,32.6666666666667
UCLA,,109,236,23,87,64,86,12.75,27.75,15.5,13.25,9.25,17.75,21.25,13.75,34,76.25,51.75,3,1,74,209,23,83,9.25,20.25,11,19,19.25,11,8.75,20.5
UMass Lowell,,42,104,9,32,42,52,5.5,23.5,9.5,17,5.5,18,14,9.5,27,67.5,93.5,3,1,66,134,19,48,13.5,28,17,12,22,23.5,20.5,44
UMBC,,74,178,22,64,37,60,11,22.3333333333333,12.3333333333333,13.3333333333333,8,14.3333333333333,14.3333333333333,11.6666666666667,32,69,79.6666666666667,3,1,87,180,25,64,12.3333333333333,27.6666666666667,12,14.6666666666667,19,13.3333333333333,11,36.6666666666667
UMKC,,40,129,16,64,16,17,10.5,21,10.5,11,8,10.5,7.5,5.5,18,56,80.5,3,1,60,125,21,59,12,33.5,20.5,10.5,13.5,14.5,11,37
UNC Asheville,,47,136,17,51,19,36,14,18,11.5,12,6,21.5,12,3.5,21,65,96,3,1,63,116,16,42,13.5,34,17.5,11.5,13,16.5,27.5,43
UNC Greensboro,,46,119,17,51,32,42,11.5,28.5,12.5,11,6,16,10.5,9,24,70.5,72.5,3,1,50,121,15,53,10.5,27,13,9.5,17.5,13.5,7.5,29
UNC Wilmington,,49,111,10,44,73,96,12,30,12,11,5.5,18,14,9,35,90.5,84.5,3,1,59,124,17,49,8.5,25,12.5,12.5,29,13,16,37
UNLV,,82,173,22,63,61,79,10,24,14.6666666666667,10.6666666666667,8.66666666666667,16,22,10,34,82.3333333333333,76,3,1,79,171,25,67,9.33333333333333,24.6666666666667,16,14.6666666666667,19.6666666666667,10,9.33333333333333,28.6666666666667
USC,,91,183,19,63,49,68,7.33333333333333,20.6666666666667,21,8.33333333333333,7,17,15,2.66666666666667,38,83.3333333333333,71.6666666666667,3,1,66,152,26,70,9.33333333333333,24.3333333333333,16.3333333333333,16.3333333333333,19,10,9.33333333333333,24
USC Upstate,,109,245,32,98,55,73,10.5,22.75,13.25,15.5,5.75,22.25,9.25,11,33.5,76.25,91,3,1,125,246,29,93,11.75,25,15.5,9.75,17,17,11.75,43
UT Arlington,,58,120,25,56,31,40,10.5,20.5,22,13.5,4,20,10.5,12.5,29,86,95,3,1,66,124,16,43,9,20,22.5,8.5,12.5,19.5,11.5,44
UT Rio Grande Valley,,124,271,41,129,33,47,12,24.25,13.75,14,9.5,18.75,18,9,37.5,80.5,80,3,1,111,229,31,98,9,26,14.5,15.5,14.25,15,8.5,38
Utah,,125,256,61,146,56,81,12.75,32.25,20.5,12.25,8.5,15.5,15.25,11.5,28.5,91.75,66.25,3,1,88,253,29,106,12.5,23.25,12.25,12,18.25,11,5.75,26.5
Utah St.,,75,138,19,53,35,45,18,26,26,8,11.5,14,25,25.5,55,102,60,3,1,41,107,15,43,10,16,9.5,18.5,17.5,7.5,3,24
Utah Tech,,59,176,18,83,53,83,10.3333333333333,21,9,9,7.33333333333333,18,9.33333333333333,10,20.6666666666667,63,80.3333333333333,3,1,88,179,19,59,14,32.6666666666667,14,13.3333333333333,17.6666666666667,12,11.6666666666667,38
Utah Valley,,50,103,14,37,46,64,10,30.5,17.5,17,8,21.5,15.5,11.5,32,80,68.5,3,1,41,117,10,33,11.5,21,10.5,13.5,24.5,16.5,10.5,29
UTEP,,15,57,5,15,25,29,8,20,8,14,10,31,15,15,20,60,89,3,1,25,48,10,19,9,35,23,19,24,16,13,28
UTSA,,41,126,14,54,40,50,13.5,20.5,9,12.5,10.5,15,20,15.5,23,68,83,3,1,61,117,19,42,9,32,18,16,17,20,13.5,34
Valparaiso,,44,117,6,34,36,45,12,22,7.5,11,4,14,7.5,4.5,32,65,79,3,1,62,117,15,38,7.5,27,15,10.5,17,7.5,4,43
Vanderbilt,,129,268,34,122,74,106,13,28.75,17.75,6.75,10.75,15.75,23.5,17.25,44,91.5,72.25,3,1,100,233,31,79,8.5,27.25,9.75,14.25,21.25,7.75,6.5,30
VCU,,104,226,36,106,66,95,11.75,28,17.25,14,10.25,19.5,19.25,11.75,30.5,77.5,54.75,4,0,74,214,14,62,11,22.5,6.25,18,19.75,10.5,5.75,24.5
Vermont,,77,219,31,102,35,45,8,22.5,9.5,13.5,6,13.5,15.5,5.25,21.5,55,70.75,3,1,107,250,29,82,14.75,29.5,8.5,11.75,14.25,17.75,9,34
Villanova,,136,296,43,123,67,83,12.6,24.2,12.8,12.6,6.4,13.4,13.8,8.2,30.4,76.4,72,2,3,125,272,48,121,6,19.8,15.8,10.8,18.8,9.8,12.6,27.2
Virginia,,70,143,29,65,28,39,4.33333333333333,28.3333333333333,15,11.6666666666667,5.33333333333333,19.6666666666667,12,5.66666666666667,22,65.6666666666667,53.6666666666667,3,0,54,160,24,80,7.66666666666667,22,9.66666666666667,10.6666666666667,8.33333333333333,11,3,16.6666666666667
Virginia Tech,,96,219,30,96,76,107,12.75,24.75,14,15,4.5,19.75,14,4.25,28.5,74.5,68,3,1,93,217,25,85,8.25,19.75,11.75,14,21,15.5,7.25,30
VMI,,79,183,22,75,47,59,10.3333333333333,26,14.6666666666667,10.6666666666667,8.33333333333333,15.6666666666667,10.6666666666667,7,35.3333333333333,75.6666666666667,70.6666666666667,3,1,75,172,28,95,9.33333333333333,25.3333333333333,21.6666666666667,15.3333333333333,17,12,8.33333333333333,29.3333333333333
Wagner,,49,164,13,58,14,24,10.3333333333333,22,9,13.6666666666667,4.66666666666667,18.6666666666667,7.33333333333333,2,18,41.6666666666667,65,3,1,69,141,21,58,6,30.3333333333333,14.3333333333333,12,12,14.3333333333333,18,28
Wake Forest,,125,276,33,123,78,112,9.6,26.8,13,14.6,8.4,14.6,14,7.8,34,72.2,67.6,3,1,116,304,46,141,10.6,23.6,13.2,15.6,18.8,15.6,9.6,24
Washington,,47,118,9,36,29,51,11,27.5,11,14.5,7.5,20,13.5,12,31,66,68,3,1,44,121,10,37,13,28.5,7,14,20.5,10.5,6.5,24
Washington St.,,117,250,38,117,75,97,13.25,28,14.5,15,7.25,22.5,15.75,8.75,37.5,86.75,77.25,3,1,105,245,36,102,10,21.25,13.25,13.25,20.25,21.75,9.5,32.5
Weber St.,,32,105,10,45,32,45,12,20.5,7,13,3.5,17,6.5,2,15,53,82,3,1,57,110,21,45,8,26,21.5,8,19.5,17.5,12,34
West Georgia,,93,244,21,71,43,69,10.75,23,12.25,13.5,6,15,8.5,7.5,30,62.5,82.5,3,1,126,243,36,108,8.5,29.75,18.25,11,13,16.25,16,42.5
West Virginia,,78,179,28,86,40,56,7.66666666666667,27.3333333333333,12.6666666666667,11,9.33333333333333,16.6666666666667,19.6666666666667,13,29.3333333333333,74.6666666666667,71.3333333333333,2,1,75,186,22,72,12,28,10.6666666666667,13.3333333333333,13.3333333333333,12.3333333333333,6,30
Western Carolina,,21,67,3,21,9,16,12,35,7,16,8,22,11,11,36,54,67,3,1,22,70,8,31,17,34,15,14,15,19,18,28
Western Illinois,,96,232,30,97,37,59,10.75,22.75,8.75,10.25,5,11.75,10.75,5.75,27,64.75,70,3,1,98,214,31,88,7.25,25.5,11.25,10,13,11,10.75,28
Western Kentucky,,79,192,19,68,45,65,10.3333333333333,31.3333333333333,9.66666666666667,14.3333333333333,8,18,15.6666666666667,9,36,74,75.3333333333333,3,1,74,187,20,75,9.33333333333333,30.6666666666667,14,13,16,13.3333333333333,9,29.3333333333333
Western Michigan,,94,239,19,73,64,92,10.75,25.75,9.5,7.25,5.75,16,11.75,9.25,31,68.25,73.25,3,1,103,222,39,102,5.75,28,15.5,10.25,19,6.5,9,30
Wichita St.,,86,185,20,54,67,86,11.3333333333333,30.3333333333333,13,9.66666666666667,7.66666666666667,15.3333333333333,15.3333333333333,10,36.6666666666667,86.3333333333333,75.3333333333333,3,1,80,194,26,88,10.6666666666667,25,13.6666666666667,11,19,10.3333333333333,9.66666666666667,33.3333333333333
William & Mary,,132,294,59,169,101,133,11.6,24.8,15.2,14.6,6.2,20.2,16.2,15.2,27.6,84.8,82.6,3,1,141,302,40,129,11.6,23.8,11.8,13.6,18.4,17,15,34.8
Winthrop,,122,283,31,120,109,161,12.8,26.6,9.4,15.8,9.2,9.6,17.2,14.4,36,76.8,74.8,3,1,121,302,50,137,12.2,23.8,12,17,24.6,20.2,8.6,26
Wisconsin,,111,234,42,108,90,100,8.75,26.5,16,9.5,8.5,16.75,14.25,9.25,33,88.5,68,4,0,96,237,32,97,11.25,22.75,9.25,14.5,21.5,9,6.75,24
Wofford,,66,172,26,92,14,22,11,21,12.3333333333333,13.6666666666667,5.66666666666667,15,6,3.33333333333333,25.3333333333333,57.3333333333333,78.3333333333333,3,1,83,172,32,77,11,24.3333333333333,14.6666666666667,8.33333333333333,9.66666666666667,14.6666666666667,9,30
Wright St.,,88,193,16,64,28,41,9,25,11.3333333333333,11,7,11.6666666666667,13,7,37.3333333333333,73.3333333333333,85.6666666666667,3,1,98,186,23,59,8,29.3333333333333,19.3333333333333,9.66666666666667,14,13.6666666666667,15.3333333333333,43.3333333333333
Wyoming,,77,168,17,46,45,73,14,25,12.6666666666667,17.3333333333333,6.33333333333333,17.6666666666667,11,8.66666666666667,34.6666666666667,72,77,3,1,82,179,17,59,12,21.6666666666667,10,11.3333333333333,15,19.3333333333333,9.33333333333333,34
Xavier,,108,228,42,98,83,100,8.5,27.5,21.25,9.75,9.75,13.75,17,18.75,30,85.25,66.5,4,0,93,231,34,86,8.75,22.25,13,13.5,18.75,7.75,7.75,24.5
Yale,,108,231,33,84,58,83,12,26,17,13.75,3.5,18.25,9,6.5,33.5,76.75,76,3,1,98,235,33,104,11,22,13.75,9,15,16.5,10.75,26.5
