Team,,FGM,FGA,FG3sM,FG3sA,FTM,FTA,OReb,DReb,AST,TO,STL,PF,PTS_OFF_TURN,FST_BREAK,PTS_PAINT,Points,Opp Points,Win,Loss,OPP_FGM,OPP_FGA,OPP_FG3sM,OPP_FG3sA,OPP_OReb,OPP_DReb,OPP_AST,OPP_TO,OPP_PF,OPP_PTS_OFF_TURN,OPP_FST_BREAK,OPP_PTS_PAINT
Incarnate Word,,93,183,25,66,43,62,11.6666666666667,27,12.6666666666667,10,5,16,14.6666666666667,9.66666666666667,32.6666666666667,84.6666666666667,76,3,1,77,176,25,64,9.33333333333333,19,12.3333333333333,8.33333333333333,16.6666666666667,19,11,35.3333333333333
Indiana,,94,170,20,51,49,62,7.66666666666667,30.6666666666667,18.6666666666667,13,8.33333333333333,16.3333333333333,20.6666666666667,17.3333333333333,41.3333333333333,85.6666666666667,62.3333333333333,3,0,70,191,20,75,12,19.3333333333333,10.3333333333333,13.6666666666667,17.3333333333333,12,12,28.6666666666667
Indiana St.,,73,179,40,105,44,58,8.33333333333333,28.3333333333333,17,16.6666666666667,7.66666666666667,18,12.6666666666667,11.6666666666667,20.6666666666667,76.6666666666667,86,3,1,86,178,26,74,8,30.3333333333333,15,13.6666666666667,13,20.6666666666667,9.33333333333333,37.3333333333333
Iona,,96,245,23,78,61,97,19,23.75,10.25,17,8.75,17.25,17.25,9.75,33.5,69,73.5,3,1,106,220,33,92,8.75,22.25,14.5,13.75,19,17,13.75,33
Iowa,,126,260,45,122,53,76,12,27.75,20.75,11.75,9.25,10.75,21.25,17.25,37,87.5,71,4,0,114,249,25,93,11.25,25.25,12.5,17.25,22.5,16.5,8,42.5
Iowa St.,,58,121,15,46,34,48,12,26.5,18.5,9.5,10.5,12.5,23.5,15.5,41,82.5,50,3,1,37,105,9,43,7.5,22,8.5,20,15.5,10.5,7,24
IU Indy,,44,120,22,61,41,47,12.5,20,12.5,10.5,7.5,15.5,10,7.5,20,75.5,84,3,1,59,119,20,42,10,26.5,16.5,10.5,15.5,11.5,19.5,36
Jackson St.,,80,230,23,82,66,91,11.25,20.75,9.25,14.25,6,17,9.5,6.25,25.5,62.25,91.25,3,1,128,233,54,113,7,30.25,21.5,11.5,17.75,18.5,19.25,31.5
Jacksonville,,75,185,25,71,25,37,15.6666666666667,24.3333333333333,14,18.6666666666667,8,18,12.3333333333333,7.33333333333333,29.3333333333333,66.6666666666667,73.6666666666667,3,1,78,172,19,65,11.3333333333333,23.3333333333333,14.3333333333333,13,11,21,14,36.6666666666667
Jacksonville St.,,77,173,19,64,37,48,9,31,10,9,2.66666666666667,12.3333333333333,5.33333333333333,4.66666666666667,33.3333333333333,70,64.3333333333333,3,1,69,176,30,83,8,25.6666666666667,14,7.33333333333333,13.6666666666667,10.3333333333333,8,21.3333333333333
James Madison,,77,177,32,90,34,53,13.6666666666667,25,13.6666666666667,14.6666666666667,6.33333333333333,39,13.3333333333333,13,27.3333333333333,73.3333333333333,76,3,1,81,159,23,54,4,22.6666666666667,10.6666666666667,9.66666666666667,37,15.3333333333333,13.3333333333333,34.6666666666667
Kansas,,129,254,30,80,46,66,8.5,29.5,19.75,9,6.75,14.25,14.75,15.25,43,83.5,68,3,1,97,245,24,91,9.75,25,12,12.75,13.25,7,9.25,30
Kansas St.,,83,179,28,74,37,58,11.3333333333333,20.3333333333333,17.6666666666667,11.6666666666667,8.66666666666667,14.6666666666667,17.6666666666667,12,36,77,68.3333333333333,3,1,75,178,23,62,14.3333333333333,22,14.6666666666667,16,16,15.6666666666667,8.66666666666667,31.3333333333333
Kennesaw St.,,41,89,26,41,33,54,24.5,20.5,8,12.5,12.5,22,10.5,18.5,29,84.5,77.5,3,1,53,114,10,30,12,20.5,12.5,9.5,17,11,24,25.5
Kent St.,,41,111,11,45,33,43,12,22,7,12,4,18.5,10.5,2,27,63,72.5,3,1,50,106,15,44,7.5,26,18.5,8.5,19.5,11.5,10.5,33
Kentucky,,102,207,34,85,42,59,13,34,23.3333333333333,11,8,14.6666666666667,16.3333333333333,23.3333333333333,44,93.3333333333333,68.6666666666667,3,0,81,212,21,84,11.3333333333333,25.6666666666667,12.6666666666667,11,14.3333333333333,12.3333333333333,10.6666666666667,33.3333333333333
La Salle,,107,239,27,78,69,89,12.25,29.5,12.25,10.25,7,12.25,17.25,13.75,33.5,77.5,64.25,4,0,100,242,29,107,8.5,22.75,13.25,10.5,18.5,8,6,35
Lafayette,,94,235,35,96,36,59,10,20.5,15,11,5.5,19.5,11.5,5.75,28.5,64.75,75,3,1,105,233,28,78,14.5,27.5,16.25,12,16,11.25,13,32
Lamar,,24,64,6,18,17,25,14,17,12,10,10,16,17,10,30,71,97,3,1,32,58,12,26,15,31,21,14,14,16,17,40
Le Moyne,,84,223,34,111,56,78,8.25,19.75,12,14,6.25,20,8.75,5.25,22.5,64.5,86,3,1,124,247,32,96,14.25,29.75,18.75,11,15.75,17,14.5,43
Lehigh,,89,216,27,86,38,64,5.5,18.75,12.5,11.5,3.75,18,8,8,26,60.75,84,3,1,126,248,26,80,14.25,29.25,16.25,9,16.5,15.25,11.75,37.5
Liberty,,108,220,36,98,39,68,6.75,26,15,12,8.75,15.5,16.5,5.75,34.5,72.75,62.75,3,1,92,220,19,63,8,24.5,8.75,12,14.25,9.25,7.5,29
Lindenwood,,96,246,22,91,48,69,12.75,22.25,9.5,11.75,7.25,11.5,15,8.75,32,65.5,79,3,1,111,234,48,117,10.5,27.75,18,13.25,16,14.25,13,27.5
Lipscomb,,129,296,41,129,56,72,7.2,25.6,13.4,12.6,8,13.8,13,9.4,31.6,71,72.6,2,3,145,310,38,120,9.8,27.2,11.2,12.8,15.4,15.4,10.6,38.8
Little Rock,,74,168,21,54,42,63,9.66666666666667,24,14,17,10.3333333333333,23,22.6666666666667,12.3333333333333,28.6666666666667,70.3333333333333,75.3333333333333,3,1,65,179,30,95,19.6666666666667,25,12,16,14.6666666666667,16.6666666666667,15.6666666666667,22.6666666666667
LIU,,72,170,17,52,39,55,10.3333333333333,22.6666666666667,8,11.6666666666667,5.33333333333333,21,10,6,33.3333333333333,66.6666666666667,78,3,1,76,164,26,73,10.3333333333333,23.6666666666667,12.3333333333333,11,14.3333333333333,12.6666666666667,8,32
Long Beach St.,,63,164,26,74,42,54,10,21,9.66666666666667,12.3333333333333,6.33333333333333,12.6666666666667,10.6666666666667,4.33333333333333,17.3333333333333,64.6666666666667,75.6666666666667,3,1,83,162,20,50,10,25,13.3333333333333,12,13.6666666666667,17,5,36.6666666666667
Longwood,,67,159,20,70,70,94,10.6666666666667,27,12.3333333333333,16.3333333333333,10.3333333333333,17.6666666666667,20.3333333333333,15,27.3333333333333,74.6666666666667,63.3333333333333,4,0,69,178,15,71,12.6666666666667,25,9.66666666666667,18.3333333333333,23.3333333333333,12.6666666666667,6.33333333333333,30.6666666666667
Louisiana,,37,95,15,41,22,33,4,23,10.5,17,5.5,21.5,7,5.5,18,55.5,80.5,1,2,52,118,16,47,15,25.5,11,13,15.5,18.5,8.5,31
Louisiana Monroe,,61,180,17,71,35,50,12.3333333333333,25,10.3333333333333,15.3333333333333,8,19,15.6666666666667,13.6666666666667,21.3333333333333,58,80.3333333333333,1,3,83,183,30,88,13,30.3333333333333,13.6666666666667,12.6666666666667,15.6666666666667,18.3333333333333,10.3333333333333,32
Louisiana Tech,,59,119,20,52,30,38,12,26,21.5,10.5,5.5,14,13,8,34,84,71.5,3,1,54,134,12,45,17,20,17,11,16.5,9,7.5,39
Louisville,,43,123,16,58,24,32,13.5,21,13.5,12,9.5,12.5,13,10,22,63,69,3,1,55,118,16,41,10.5,27,12.5,15,17,13,6.5,34
Loyola Chicago,,82,186,22,83,53,75,13,28.6666666666667,17,11.3333333333333,7.33333333333333,18.6666666666667,14,10.3333333333333,38.6666666666667,79.6666666666667,68.3333333333333,3,1,70,180,24,72,11.3333333333333,26,11.6666666666667,13.6666666666667,19.6666666666667,13.3333333333333,6.33333333333333,27.3333333333333
Loyola Marymount,,43,122,17,55,19,25,9,25.5,9,11.5,5,16.5,13,10,24,61,71.5,3,1,49,111,19,48,8,32.5,14.5,13.5,13.5,10.5,4.5,27
Loyola MD,,75,181,22,66,31,48,11,24.6666666666667,10.3333333333333,14.3333333333333,7,15,11,6,32.6666666666667,67.6666666666667,71.3333333333333,3,1,76,171,18,67,9,25.6666666666667,13.6666666666667,13,15.3333333333333,17.6666666666667,9.66666666666667,33.3333333333333
LSU,,82,168,25,78,56,71,10.3333333333333,30,15.3333333333333,14.3333333333333,5.66666666666667,17.6666666666667,20.3333333333333,13.3333333333333,34.6666666666667,81.6666666666667,62,3,1,67,183,9,55,10.6666666666667,20.3333333333333,8.33333333333333,12,19.3333333333333,10,10.3333333333333,29.3333333333333
Maine,,70,176,14,55,32,41,10.6666666666667,21.3333333333333,8,15,8.66666666666667,16.3333333333333,16.6666666666667,8.66666666666667,28.6666666666667,62,73.6666666666667,3,1,83,172,22,70,10,25.3333333333333,12.3333333333333,14.3333333333333,14,14,10,36.6666666666667
Manhattan,,73,185,23,69,40,56,12,27,14.3333333333333,13,5,13.6666666666667,9,7.66666666666667,28.6666666666667,69.6666666666667,80,3,1,90,206,26,80,14.3333333333333,27.6666666666667,13,10.3333333333333,15.6666666666667,17.3333333333333,16.3333333333333,40
Marist,,87,188,31,73,31,45,12.6666666666667,21.6666666666667,13.6666666666667,11,6,16,13.6666666666667,4,32.6666666666667,78.6666666666667,79.6666666666667,3,1,84,163,26,64,8,23.6666666666667,12.3333333333333,11,16.6666666666667,13,9.33333333333333,33.3333333333333
Marquette,,112,248,38,125,70,92,10.75,24.5,16,9,12.25,16,23.5,17,34,83,65.25,3,1,94,225,28,93,11,25.75,12.5,18,16.25,9,9.75,29
Marshall,,79,178,23,73,59,84,10.6666666666667,24.3333333333333,14.6666666666667,10,7.66666666666667,23,16.3333333333333,5.66666666666667,32.6666666666667,80,71.6666666666667,3,1,67,158,12,40,9.33333333333333,26.6666666666667,6.66666666666667,14,21.3333333333333,7,6.33333333333333,33.3333333333333
Maryland,,119,254,29,94,56,82,11.5,27.75,11.75,8.75,9.5,14,20.75,20.75,40,80.75,58,3,1,79,210,25,84,8.25,25.5,9.75,16.75,15.75,7.25,3.5,23.5
Maryland Eastern Shore,,103,229,29,81,53,85,9,23.25,10.5,10.5,3,18,8.5,8.75,29.5,72,87,3,1,124,257,39,122,13.75,27.25,17,7.5,11.75,13.25,6.75,33.5
Massachusetts,,118,273,32,98,41,72,13.5,26,16.5,10.75,8,17.75,19.25,10,40.5,77.25,75,3,1,102,249,38,108,12.25,28.25,15.25,14.25,17.5,12,9.25,29.5
McNeese St.,,47,120,14,50,29,38,10,22,6.5,12,10,20.5,17.5,13,24,68.5,76,1,2,50,111,23,69,11,28.5,15.5,15.5,15.5,10,10,26
Memphis,,87,170,27,55,56,74,9,28,17.3333333333333,14.3333333333333,8.33333333333333,17,19,11.6666666666667,34.6666666666667,85.6666666666667,73,3,1,73,180,28,80,10,21.6666666666667,14.3333333333333,13.3333333333333,19.3333333333333,21,11,27.3333333333333
Mercer,,46,119,16,56,22,34,10.5,23,12,16,9,15.5,13,11,29,65,85,3,1,59,122,17,57,12,30.5,17,11.5,11,21,13.5,40
Mercyhurst,,90,222,25,77,57,74,10,17.75,13.75,11,6.25,15.5,15.5,5.5,25,65.5,69.5,3,1,97,207,24,74,12,24,12.75,15,18.75,11.75,7.5,33
Merrimack,,57,160,16,67,34,44,9,21.6666666666667,5.66666666666667,14,8.66666666666667,15,16,5.66666666666667,18,54.6666666666667,60.6666666666667,3,1,64,156,23,73,11,26,14.6666666666667,16.3333333333333,17.6666666666667,14,5.33333333333333,24
Miami FL,,110,191,32,75,42,52,9.33333333333333,29.6666666666667,18,8,9.33333333333333,14.3333333333333,18.3333333333333,12.3333333333333,44.6666666666667,98,66.3333333333333,3,0,71,164,20,63,6.33333333333333,19.3333333333333,13.6666666666667,11.6666666666667,15.3333333333333,10.6666666666667,7.33333333333333,30
Miami OH,,89,187,32,79,23,32,11,24.3333333333333,13,12,9.66666666666667,16.6666666666667,12,7,27.3333333333333,77.6666666666667,71.3333333333333,3,1,77,160,25,74,7.66666666666667,23.3333333333333,12.6666666666667,14.3333333333333,15,13,8.66666666666667,26
Michigan,,89,166,29,75,40,60,10.6666666666667,25.6666666666667,17.3333333333333,17.6666666666667,8,15.3333333333333,18,14.6666666666667,38,82.3333333333333,63,3,1,69,190,13,58,14.6666666666667,17.3333333333333,8,15.3333333333333,16.6666666666667,14,7,32
Michigan St.,,116,256,16,80,84,105,14.25,30.25,18.5,11,6,15,15.75,21.5,43,83,66.5,3,1,92,245,27,96,9.75,23.75,12.25,13.25,22.25,9.75,12.5,27.5
Middle Tennessee,,85,183,12,55,44,56,12,25.6666666666667,10.3333333333333,12.6666666666667,8,16.6666666666667,20.3333333333333,8.66666666666667,44.6666666666667,75.3333333333333,69,3,1,72,162,16,61,8,23,12.3333333333333,14.6666666666667,14.6666666666667,13,8.66666666666667,32
Milwaukee,,46,126,10,41,28,42,13.5,25.5,6.5,14.5,8.5,24.5,13.5,12,33,65,81.5,3,1,54,109,16,40,8.5,30,17.5,15.5,20.5,18,18,34
Minnesota,,90,210,23,75,55,91,12,22.75,15,9.25,5.75,12,14.5,6.5,29.5,64.5,57.75,3,1,81,207,25,74,11.75,24.25,11.25,13.25,16.25,12,6.75,24
Mississippi,,100,241,37,105,67,90,11.5,24.75,14.5,8.25,10,12.75,19.5,9,27,76,61.75,4,0,85,205,30,85,7.25,27.75,12.5,16.75,19.25,10.5,4.75,21.5
Mississippi St.,,129,266,37,111,59,85,12.5,27,18.75,9,12.25,15.25,24.25,18.5,41.5,88.5,64.5,3,1,90,234,27,90,11.75,25.75,11.75,17.25,16,10.25,7.25,25
Mississippi Valley St.,,49,150,3,33,25,39,7.33333333333333,18.3333333333333,5,20.3333333333333,5.33333333333333,16.6666666666667,7.33333333333333,6,21.3333333333333,42,94.3333333333333,3,1,94,169,25,66,12,26.3333333333333,16,8,12.6666666666667,30.6666666666667,15.6666666666667,44
Missouri,,113,221,35,95,86,122,11,22.5,14.75,11,11.25,15.5,26.5,14,38,86.75,65.25,3,1,90,216,28,74,10,20.5,12.25,17.5,19.75,11.25,7,27.5
Missouri St.,,61,135,16,44,38,61,13.5,28.5,13.5,17,12,24,22.5,14.5,38,88,89,3,1,56,136,15,46,17.5,26.5,12,18.5,22,22,6,35
Monmouth,,87,260,33,99,71,87,14.5,20.25,11.5,12,5.5,21.25,11,10.5,18,69.5,90.25,3,1,118,226,33,85,11,29.75,18,11,15.5,16.5,20.75,36
Montana,,36,104,14,50,28,38,4,13,8,11,9,21,4,0,22,57,92,3,1,62,102,18,42,7,31,24,13,19,15,20,38
Montana St.,,74,176,25,79,41,56,10,21.6666666666667,11.3333333333333,12.3333333333333,8,17,14,10.3333333333333,28,71.3333333333333,82.3333333333333,3,1,78,166,20,46,9,26.3333333333333,12.6666666666667,12.3333333333333,14.3333333333333,12,12.3333333333333,32.6666666666667
Morehead St.,,66,172,15,53,32,52,8.66666666666667,23.3333333333333,11.3333333333333,11.3333333333333,5.33333333333333,13,5,4.66666666666667,26,59.6666666666667,76.6666666666667,3,1,87,180,21,68,9,27.3333333333333,17,7.66666666666667,13.6666666666667,14.6666666666667,8,39.3333333333333
Morgan St.,,81,169,8,34,50,68,11.6666666666667,23.3333333333333,10.3333333333333,15.3333333333333,5,21.3333333333333,14.6666666666667,12.3333333333333,36.6666666666667,73.3333333333333,77,3,1,75,169,22,67,11,19.6666666666667,12.3333333333333,13.6666666666667,18,19,6.66666666666667,30.6666666666667
Mount St. Mary's,,73,166,21,66,44,68,9.66666666666667,29,12,19,6,16.3333333333333,10.6666666666667,4.66666666666667,30.6666666666667,70.3333333333333,77.6666666666667,3,1,85,201,23,84,12,25,12.6666666666667,9.66666666666667,16,21.3333333333333,11.6666666666667,34.6666666666667
Murray St.,,56,107,16,40,28,37,6,26,14.5,12.5,5.5,19.5,7,7.5,31,78,75,2,1,52,117,12,42,10.5,22.5,9,8,11,20,12.5,33
N.C. State,,96,181,16,56,52,75,12,22,17,11,9.66666666666667,20,21,26.3333333333333,48,86.6666666666667,69.3333333333333,3,0,72,169,13,54,12.6666666666667,20,8.66666666666667,17,21.3333333333333,8.33333333333333,9.66666666666667,36.6666666666667
Navy,,101,248,25,87,66,86,12.25,21.25,13,10.75,7.5,17.75,16.75,8,34,73.25,81.5,1,3,107,217,37,96,9.5,26.5,14.5,15.25,20.75,11,12.25,27
Nebraska,,97,226,22,86,94,118,12.75,27.25,12.5,13.5,9,15.75,21.5,15.25,34.5,77.5,65.5,3,1,95,242,40,113,11.25,22,12,17,20.75,12.75,2.75,23.5
Nebraska Omaha,,102,237,32,87,49,70,9.25,26.5,14,12,5,19,10.75,10.25,27.5,71.25,75.75,3,1,107,234,27,92,9.75,25.75,14.25,9.75,15.75,15.25,14.75,34.5
Nevada,,107,207,35,72,78,115,9.5,27.25,16.75,9.5,6,19,13.5,8.25,30,81.75,61.25,3,1,81,225,22,84,11.75,20,9.25,11.75,22.5,8.25,2.5,24.5
New Hampshire,,131,334,46,131,68,107,9,23.6666666666667,12.8333333333333,13.1666666666667,3.66666666666667,15.6666666666667,9.33333333333333,4.33333333333333,25,62.6666666666667,81.1666666666667,3,1,175,375,54,157,13,28.1666666666667,16.6666666666667,9,14.3333333333333,17,15.6666666666667,37
New Haven,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Mexico,,117,256,30,92,70,112,13.25,25,18.25,14.25,11.5,16.25,23.5,19.25,42,83.5,78.5,3,1,113,250,29,94,14.75,28,17.75,19,21.25,14.5,12.25,35
New Mexico St.,,52,118,15,43,39,60,15,31,10,13,4.5,22,7.5,9.5,28,79,72.5,3,1,45,128,17,61,12.5,19.5,13,6,21,11.5,17.5,24
New Orleans,,115,310,30,104,64,97,13,22.6,12,13.6,9.6,16,16.4,10.4,28.8,64.8,78.8,3,1,138,305,46,138,14.6,29.2,17.6,16,15.8,17.2,10.8,36.4
Niagara,,47,117,22,60,22,35,6.5,21.5,12,13,7,21.5,12.5,10.5,24,69,90,3,1,62,126,15,38,14.5,32.5,17,11.5,16,18.5,22,41
Nicholls St.,,95,272,39,114,29,54,16.25,28,13.75,12.5,5.25,16,10,8.5,26.5,64.5,76.5,3,1,102,251,33,116,12.75,31,15.75,8.75,12.75,15,15.25,29
NJIT,,86,219,28,90,30,41,7.5,23,9.5,12.5,3.75,17.5,9,5.25,23.5,57.5,74.5,3,1,103,228,28,78,11.75,27,10.75,8.75,14,14.75,9.25,32.5
Norfolk St.,,76,154,15,47,56,74,7.33333333333333,23.6666666666667,13.3333333333333,12.3333333333333,6.66666666666667,12.6666666666667,14,13,30.6666666666667,74.3333333333333,70.3333333333333,3,1,73,196,37,119,19.6666666666667,21.3333333333333,16,14,13.3333333333333,13.6666666666667,11.3333333333333,23.3333333333333
North Alabama,,94,202,31,80,37,60,12.3333333333333,24.6666666666667,15.3333333333333,10,11,15,24.6666666666667,15.3333333333333,36.6666666666667,85.3333333333333,74.3333333333333,3,1,75,169,32,88,10.6666666666667,26.6666666666667,14.6666666666667,17.6666666666667,15,9,5.33333333333333,28.6666666666667
North Carolina,,95,204,27,77,69,81,12.6666666666667,30.3333333333333,17,8.66666666666667,7,13,12.3333333333333,19.3333333333333,40.6666666666667,95.3333333333333,74.3333333333333,3,1,82,198,26,81,9.66666666666667,24.3333333333333,11.6666666666667,11,14.3333333333333,10.3333333333333,6.66666666666667,29.3333333333333
North Carolina A&T,,81,189,23,66,41,52,6,24,9,9.66666666666667,9.66666666666667,17.3333333333333,12.6666666666667,11.3333333333333,26.6666666666667,75.3333333333333,79.3333333333333,3,1,86,188,21,76,12,32,13.3333333333333,16,17.6666666666667,11,10.3333333333333,42
North Carolina Central,,148,349,42,131,90,118,10.6666666666667,16.6666666666667,12.5,12.8333333333333,7.5,19.5,16.8333333333333,9,28.6666666666667,71.3333333333333,78.6666666666667,3,1,165,317,28,108,11.6666666666667,25.1666666666667,11.3333333333333,16.3333333333333,14.3333333333333,15.1666666666667,11.5,41.6666666666667
North Dakota,,43,108,10,34,37,51,10,24.5,9,17,5.5,18.5,13,5,28,66.5,76.5,3,1,60,115,8,35,8,29,18.5,12.5,21,15,16,44
North Dakota St.,,80,173,35,97,42,55,7,25.3333333333333,15.3333333333333,10,2.66666666666667,18.3333333333333,9.66666666666667,5,27.3333333333333,79,81,3,1,93,193,22,75,10.6666666666667,26.3333333333333,9,6,21.6666666666667,14,5.66666666666667,34
North Florida,,128,271,46,126,44,66,12,25.75,11.75,10,5.75,15.25,13.25,12.25,36,86.5,80,3,1,122,255,26,79,11.25,26,16.5,11.25,14.75,13.75,15.75,46
North Texas,,46,110,14,41,28,40,14,24,10.5,9,8.5,15,15.5,7.5,30,67,57,3,0,37,95,14,49,8,22.5,10,13,16,8,5,21
Northeastern,,125,228,31,81,33,51,6,26.25,17,12.5,8.25,14.5,18,11.25,44.5,78.5,67.25,3,1,100,235,28,97,9.75,21.5,13.25,12,12,11.75,3,30.5
Northern Arizona,,48,121,13,52,15,22,12,20.5,13.5,10.5,4.5,15.5,11,2.5,24,62,73.5,3,1,52,108,20,44,10,25.5,15.5,11.5,14,14,7,28
Northern Colorado,,63,138,22,65,18,25,8,27.5,14,11.5,8.5,22.5,14,8.5,35,83,79.5,3,1,50,129,10,45,14,31.5,8.5,14.5,15,10,7.5,36
Northern Illinois,,67,161,22,73,48,66,8.33333333333333,25,10,15,6.33333333333333,17,17,13.3333333333333,27.3333333333333,68,74,3,1,75,168,23,57,10.6666666666667,26.3333333333333,12.3333333333333,14.3333333333333,19.3333333333333,21.6666666666667,9.66666666666667,26
Northern Iowa,,83,170,27,61,27,43,5.66666666666667,24,15.6666666666667,10.6666666666667,5,16,9.33333333333333,8.66666666666667,31.3333333333333,73.3333333333333,75.6666666666667,3,1,83,185,16,48,11.6666666666667,26.6666666666667,9,10,14.6666666666667,13,8.66666666666667,36.6666666666667
Northern Kentucky,,55,158,18,74,43,60,8.33333333333333,25.3333333333333,13.3333333333333,15,7.33333333333333,15.6666666666667,10.3333333333333,6.33333333333333,17.3333333333333,57,69,3,1,77,182,21,67,12.6666666666667,28,14.6666666666667,13,15.3333333333333,15.6666666666667,8.33333333333333,34.6666666666667
Northwestern,,132,278,30,91,69,98,10.6,25,14.4,13.6,8.6,15.6,14.2,6.6,31.6,72.6,64.4,3,1,116,272,29,101,8.8,21.6,14.4,14,17.4,16.8,6.2,28
Northwestern St.,,49,122,19,44,23,41,13,23.5,11,11.5,8,21.5,7.5,4,20,70,81.5,3,1,50,108,15,46,10.5,27.5,13.5,10.5,22,10,14,32
Notre Dame,,93,174,25,64,48,61,10,34.3333333333333,16.6666666666667,12,4.66666666666667,13.6666666666667,8.66666666666667,11.3333333333333,38,86.3333333333333,66.6666666666667,3,1,69,196,30,97,11,20.3333333333333,14.3333333333333,8.66666666666667,15,14.3333333333333,9.66666666666667,21.3333333333333
Oakland,,62,174,13,73,17,32,10.3333333333333,19,7.66666666666667,13.3333333333333,6.66666666666667,12,11,4,28,51.3333333333333,77,3,1,88,173,24,65,10,28,19.3333333333333,11,11,13,13.6666666666667,38
Ohio,,105,235,37,98,58,78,9.25,20.25,12,12,6.25,31,18.25,11.5,32,76.25,85.75,3,1,120,226,44,82,9.5,25.25,15.75,14,33.5,18.5,10.25,32
Ohio St.,,78,175,32,80,37,49,10.3333333333333,27.6666666666667,14.6666666666667,13.3333333333333,6.33333333333333,28,9,2.33333333333333,26,75,65.6666666666667,3,1,58,176,18,70,13.6666666666667,21.6666666666667,10.6666666666667,11,9.66666666666667,13.3333333333333,5,23.3333333333333
Oklahoma,,93,192,29,79,36,49,12,24.6666666666667,18,10.6666666666667,12.3333333333333,14,25.6666666666667,21.3333333333333,40.6666666666667,83.6666666666667,60.3333333333333,3,1,70,165,17,65,8,22,7.66666666666667,18.3333333333333,12,9.66666666666667,6.33333333333333,30.6666666666667
Oklahoma St.,,87,194,24,64,56,72,12.6666666666667,25,15.3333333333333,10,11.3333333333333,15.6666666666667,25.6666666666667,21.3333333333333,38.6666666666667,84.6666666666667,75,3,1,81,174,40,95,7.33333333333333,25.3333333333333,15.6666666666667,19,16,9.33333333333333,6.33333333333333,25.3333333333333
Old Dominion,,103,256,29,98,39,63,13.75,24.5,9.5,15,6,12.5,9,13.5,27,68.5,85.75,3,1,126,255,32,84,13.25,27.25,15.25,9,13.25,18,16.5,44
Oral Roberts,,47,126,14,51,25,32,15,24,7.5,12,4,10,5.5,4,31,66.5,82.5,3,1,57,109,20,44,6.5,27.5,19,7,15.5,17.5,11.5,35
Oregon,,90,191,20,72,53,67,12,30.6666666666667,16.3333333333333,12,8.33333333333333,16.6666666666667,16.3333333333333,13.6666666666667,40,84.3333333333333,69,3,1,78,196,26,90,9.33333333333333,23,14,13.6666666666667,22.3333333333333,11,3,26
Oregon St.,,81,171,25,77,39,51,9,27.3333333333333,16.3333333333333,9.33333333333333,8,16,17.3333333333333,14.3333333333333,31.3333333333333,75.3333333333333,52,3,1,54,162,17,72,9.66666666666667,21.6666666666667,9.33333333333333,13.3333333333333,18,7.33333333333333,5.33333333333333,19.3333333333333
Pacific,,72,171,14,50,45,66,11,26.6666666666667,11,12.3333333333333,4.66666666666667,18.6666666666667,11.6666666666667,6,35.3333333333333,67.6666666666667,67.6666666666667,3,1,70,179,11,66,11,26,9.33333333333333,10,19.3333333333333,10.3333333333333,7.33333333333333,32.6666666666667
Penn,,89,220,32,98,65,99,12,22.75,13,9.75,4.25,15.75,8,4.75,27.5,68.75,73,2,2,104,241,33,89,14.25,25.25,12,9.75,18.25,13.75,6.5,32
Penn St.,,134,260,40,103,81,111,11.25,28,18.25,10.75,15.25,17.5,26.5,20.5,44.5,97.25,61.5,3,1,85,225,29,92,10,23.75,12.5,21.5,23,8.25,7.75,25.5
Pepperdine,,75,158,21,56,44,59,5.33333333333333,26.6666666666667,14,13.3333333333333,4.66666666666667,12.6666666666667,11,10.3333333333333,29.3333333333333,71.6666666666667,79.3333333333333,3,1,85,195,31,86,11.3333333333333,23.3333333333333,15,9.33333333333333,14,19,9.33333333333333,34
Pittsburgh,,122,242,35,99,69,95,9.5,31.5,14.5,9.25,8,13,17.75,15.25,37.5,87,62.5,3,1,91,238,24,86,9.25,24.75,8.75,13,20.25,8.25,7,27.5
Portland,,66,182,24,82,30,46,9.33333333333333,27.3333333333333,11.3333333333333,12.3333333333333,4.66666666666667,16.3333333333333,11,2.33333333333333,22.6666666666667,62,78.3333333333333,3,1,85,192,32,95,10.3333333333333,32,16.6666666666667,9.33333333333333,13.6666666666667,14,11,28.6666666666667
Portland St.,,64,128,20,44,29,46,11,21.5,14,19.5,9.5,26,30.5,14.5,43,88.5,88,3,1,55,117,17,45,11.5,25.5,13.5,21,23,21,23.5,36
Prairie View A&M,,44,124,17,45,35,47,9.5,18.5,12,10,6,22,14.5,14,26,70,88,3,1,56,120,14,48,13,33,16.5,13.5,21,11.5,9,37
Presbyterian,,107,214,28,67,47,75,10,19.75,12.25,11.75,4.75,16.75,11.5,9.75,37,72.25,80.5,3,1,114,225,38,94,9.5,21.25,16.5,9.75,14.25,15.5,15.5,37.5
Princeton,,130,277,49,120,62,95,7.2,24.4,15.2,10.6,5.4,13.4,11.8,8.4,30,74.2,70.8,3,1,134,296,35,111,9.6,25,14,12,17.2,11.2,7,34
Providence,,94,215,36,116,50,84,12.75,30.25,13.5,14.25,5.75,15.75,13,3.5,28.5,68.5,55,3,1,74,219,21,83,8.5,22.25,7.25,11,18.25,12.75,2.5,20.5
