,Players,Team,Location,Opponent,Opponent Conference,Power,Top 25,,STR,Min,FGM,FGA,3M,3A,FTM,FTA,OReb,DReb,AST,STL,TO,PF,PTS,OPP ACTIVE VALUE,OPP HISTORICAL VALUE,TEAM ACTIVE VALUE,TEAM HISTORICAL VALUE,Doubles,Double Doube,Triple Double,0-3+ FG,Perfect 2 FG min 3,Perfect 3 FG min 3,Points Leader,Def Reb Leader,Off Reb Leader,Steal Leader,Assist Leader,Foul Trouble,20+ minutes,20+ points,SM,Line,Clutch ,Overtime,Attendance,Player Points,Top 7,STR,Min,FGM,FGA,3M,3A,FTM,FTA,OReb,DReb,AST,STL,TO,PF,PTS,Player Name
Team:,,,,,,,,,Sum:,Sum:,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sum:,,,,,,,,,,,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Count (Unique):
,Nolan Dorsey,Campbell,AWAY,Virginia,ACC,1,,Starter,1,29,3,6,2,5,0,0,0,4,1,2,1,2,8,,59.082,,16.168,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-9,16.5,1,0,"13,414",0,TRUE,1,29,3,6,2,5,0,0,0,4,1,2,1,2,8,Nolan Dorsey
,Nolan Dorsey,Campbell,AWAY,Navy,Patriot,0,0,Starter,1,25,4,5,2,3,2,2,1,3,1,3,1,4,12,0,14.921,0,16.168,1,0,0,0,0,0,0,0,0,0,0,1,1,0,20,3.5,0,0,902,0,TRUE,1,25,4,5,2,3,2,2,1,3,1,3,1,4,12,Nolan Dorsey
,Nolan Dorsey,Campbell,HOME,Saint Francis,NEC,0,0,Starter,1,30,3,6,2,4,0,0,0,7,1,2,1,2,8,0,11.936,0,16.168,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-1,-8.5,1,0,"1,069",0,TRUE,1,30,3,6,2,4,0,0,0,7,1,2,1,2,8,Nolan Dorsey
,Omar Harris,Campbell,AWAY,Virginia,ACC,1,,Bench,0,9,1,3,0,1,0,0,0,1,0,0,0,0,2,,59.082,,16.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,16.5,1,0,"13,414",0,FALSE, , , , , , , , , , , , , , , , 
,Tasos Cook,Campbell,AWAY,Navy,Patriot,0,0,Bench,0,19,1,3,0,1,1,2,1,5,1,1,2,2,3,0,14.921,0,16.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3.5,0,0,902,0,FALSE, , , , , , , , , , , , , , , , 
,Tasos Cook,Campbell,HOME,Saint Francis,NEC,0,0,Bench,0,9,0,1,0,0,2,2,0,0,0,0,1,0,2,0,11.936,0,16.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-8.5,1,0,"1,069",0,FALSE, , , , , , , , , , , , , , , , 
,Terren Frank,Campbell,AWAY,Navy,Patriot,0,0,Starter,1,27,8,13,1,3,0,0,1,3,2,2,1,4,17,0,14.921,0,16.168,1,0,0,0,0,0,0,0,0,0,0,1,1,0,20,3.5,0,0,902,0,TRUE,1,27,8,13,1,3,0,0,1,3,2,2,1,4,17,Terren Frank
,Terren Frank,Campbell,AWAY,Virginia,ACC,1,,Bench,0,16,2,5,1,1,0,0,2,0,3,1,0,1,5,,59.082,,16.168,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-9,16.5,1,0,"13,414",0,TRUE,0,16,2,5,1,1,0,0,2,0,3,1,0,1,5,Terren Frank
,Terren Frank,Campbell,HOME,Saint Francis,NEC,0,0,Bench,0,21,2,4,0,2,1,2,0,4,3,1,3,0,5,0,11.936,0,16.168,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,-8.5,1,0,"1,069",0,TRUE,0,21,2,4,0,2,1,2,0,4,3,1,3,0,5,Terren Frank
Canisius,,,,,,,,,25,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,23,832,101,243,44,118,47,59,19,83,44,26,37,60,293,8
,Anthony Benard,Canisius,AWAY,Arizona,Big 12,0,,Starter,1,19,1,2,0,0,1,2,0,2,3,2,4,4,3,,55.326,,10.241,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-29,34.5,0,0,"13,597",0,TRUE,1,19,1,2,0,0,1,2,0,2,3,2,4,4,3,Anthony Benard
,Anthony Benard,Canisius,AWAY,Mercyhurst,NEC,0,0,Starter,1,29,1,2,0,0,0,0,0,4,1,0,0,4,2,0,9,0,10.241,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-10,-1.5,0,0,967,0,TRUE,1,29,1,2,0,0,0,0,0,4,1,0,0,4,2,Anthony Benard
,Anthony Benard,Canisius,HOME,St. Bonaventure,A10,0,0,Starter,1,32,2,9,1,3,0,0,0,3,8,3,2,1,5,0,21.788,0,10.241,0,0,0,0,0,0,0,0,0,1,1,0,1,0,-9,10.5,0,0,"1,904",0,TRUE,1,32,2,9,1,3,0,0,0,3,8,3,2,1,5,Anthony Benard
,Anthony Benard,Canisius,NEUTRAL,SIU Edwardsville,Ohio Valley,0,0,Starter,1,25,2,4,0,2,0,0,0,1,2,1,5,2,4,0,12.55,0,10.241,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-18,3.5,0,0,186,0,TRUE,1,25,2,4,0,2,0,0,0,1,2,1,5,2,4,Anthony Benard
,Anthony Benard,Canisius,AWAY,Western Michigan,MAC,0,0,Bench,0,21,1,2,0,0,0,0,0,2,2,0,0,1,2,0,5.153,0,10.241,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-23,5.5,0,0,"1,406",0,TRUE,0,21,1,2,0,0,0,0,0,2,2,0,0,1,2,Anthony Benard
,Cam Palesse,Canisius,AWAY,Mercyhurst,NEC,0,0,Starter,1,25,1,6,0,1,0,0,3,3,0,0,0,1,2,0,9,0,10.241,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-10,-1.5,0,0,967,0,TRUE,1,25,1,6,0,1,0,0,3,3,0,0,0,1,2,Cam Palesse
,Cam Palesse,Canisius,AWAY,Western Michigan,MAC,0,0,Starter,1,26,4,8,1,2,1,1,2,2,4,1,0,0,10,0,5.153,0,10.241,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-23,5.5,0,0,"1,406",0,TRUE,1,26,4,8,1,2,1,1,2,2,4,1,0,0,10,Cam Palesse
,Cam Palesse,Canisius,HOME,St. Bonaventure,A10,0,0,Starter,1,34,1,3,1,3,2,2,2,3,0,0,0,3,5,0,21.788,0,10.241,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-9,10.5,0,0,"1,904",0,TRUE,1,34,1,3,1,3,2,2,2,3,0,0,0,3,5,Cam Palesse
,Cam Palesse,Canisius,NEUTRAL,SIU Edwardsville,Ohio Valley,0,0,Starter,1,25,2,3,0,0,4,4,2,3,0,1,1,1,8,0,12.55,0,10.241,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-18,3.5,0,0,186,0,TRUE,1,25,2,3,0,0,4,4,2,3,0,1,1,1,8,Cam Palesse
,Cam Palesse,Canisius,AWAY,Arizona,Big 12,0,,Bench,0,18,2,4,1,3,2,2,1,4,1,0,1,1,7,,55.326,,10.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29,34.5,0,0,"13,597",0,TRUE,0,18,2,4,1,3,2,2,1,4,1,0,1,1,7,Cam Palesse
,Dylan Godfrey,Canisius,AWAY,Arizona,Big 12,0,,Starter,1,20,4,9,3,7,2,2,1,2,1,2,1,2,13,,55.326,,10.241,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-29,34.5,0,0,"13,597",0,TRUE,1,20,4,9,3,7,2,2,1,2,1,2,1,2,13,Dylan Godfrey
,Dylan Godfrey,Canisius,AWAY,Mercyhurst,NEC,0,0,Starter,1,22,0,4,0,3,0,0,0,4,0,0,1,2,0,0,9,0,10.241,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-10,-1.5,0,0,967,0,TRUE,1,22,0,4,0,3,0,0,0,4,0,0,1,2,0,Dylan Godfrey
,Dylan Godfrey,Canisius,AWAY,Western Michigan,MAC,0,0,Starter,1,26,3,10,2,8,0,0,0,2,1,0,3,3,8,0,5.153,0,10.241,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-23,5.5,0,0,"1,406",0,TRUE,1,26,3,10,2,8,0,0,0,2,1,0,3,3,8,Dylan Godfrey
,Dylan Godfrey,Canisius,HOME,St. Bonaventure,A10,0,0,Starter,1,24,5,9,3,7,0,0,0,3,0,1,0,3,13,0,21.788,0,10.241,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-9,10.5,0,0,"1,904",0,TRUE,1,24,5,9,3,7,0,0,0,3,0,1,0,3,13,Dylan Godfrey
,Dylan Godfrey,Canisius,NEUTRAL,SIU Edwardsville,Ohio Valley,0,0,Starter,1,21,1,5,0,2,0,0,0,1,1,1,0,1,2,0,12.55,0,10.241,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-18,3.5,0,0,186,0,TRUE,1,21,1,5,0,2,0,0,0,1,1,1,0,1,2,Dylan Godfrey
,Evan van der Plas,Canisius,AWAY,Arizona,Big 12,0,,Starter,1,13,0,1,0,1,0,0,1,0,0,0,0,3,0,,55.326,,10.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29,34.5,0,0,"13,597",0,FALSE, , , , , , , , , , , , , , , , 
,Evan van der Plas,Canisius,AWAY,Western Michigan,MAC,0,0,Starter,1,16,1,3,0,2,1,1,1,1,0,0,0,3,3,0,5.153,0,10.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23,5.5,0,0,"1,406",0,FALSE, , , , , , , , , , , , , , , , 
,Evan van der Plas,Canisius,AWAY,Mercyhurst,NEC,0,0,Bench,0,17,1,1,1,1,2,2,1,1,2,1,0,1,5,0,9,0,10.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,-1.5,0,0,967,0,FALSE, , , , , , , , , , , , , , , , 
,Evan van der Plas,Canisius,NEUTRAL,SIU Edwardsville,Ohio Valley,0,0,Bench,0,17,1,2,1,2,0,0,1,2,1,2,1,2,3,0,12.55,0,10.241,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-18,3.5,0,0,186,0,FALSE, , , , , , , , , , , , , , , , 
,Gianni Thompson,Canisius,AWAY,Arizona,Big 12,0,,Bench,0,10,1,1,0,0,0,0,0,1,0,0,4,2,2,,55.326,,10.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29,34.5,0,0,"13,597",0,FALSE, , , , , , , , , , , , , , , , 
,Gianni Thompson,Canisius,AWAY,Western Michigan,MAC,0,0,Bench,0,20,2,5,0,1,2,2,2,1,1,0,1,2,6,0,5.153,0,10.241,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-23,5.5,0,0,"1,406",0,FALSE, , , , , , , , , , , , , , , , 
,Gianni Thompson,Canisius,HOME,St. Bonaventure,A10,0,0,Bench,0,16,2,4,1,3,0,0,0,1,1,0,2,2,5,0,21.788,0,10.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,10.5,0,0,"1,904",0,FALSE, , , , , , , , , , , , , , , , 
,Gianni Thompson,Canisius,NEUTRAL,SIU Edwardsville,Ohio Valley,0,0,Bench,0,13,2,7,0,2,0,0,2,3,0,1,1,1,4,0,12.55,0,10.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,3.5,0,0,186,0,FALSE, , , , , , , , , , , , , , , , 
,Jasman Sangha,Canisius,AWAY,Arizona,Big 12,0,,Bench,0,19,2,7,2,4,0,1,0,3,0,0,4,3,6,,55.326,,10.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29,34.5,0,0,"13,597",0,TRUE,0,19,2,7,2,4,0,1,0,3,0,0,4,3,6,Jasman Sangha
,Jasman Sangha,Canisius,AWAY,Mercyhurst,NEC,0,0,Bench,0,17,2,4,0,1,0,0,1,2,0,0,0,1,4,0,9,0,10.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,-1.5,0,0,967,0,TRUE,0,17,2,4,0,1,0,0,1,2,0,0,0,1,4,Jasman Sangha
,Jasman Sangha,Canisius,AWAY,Western Michigan,MAC,0,0,Bench,0,13,1,2,0,0,1,2,0,3,0,0,0,2,3,0,5.153,0,10.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23,5.5,0,0,"1,406",0,TRUE,0,13,1,2,0,0,1,2,0,3,0,0,0,2,3,Jasman Sangha
,Jasman Sangha,Canisius,NEUTRAL,SIU Edwardsville,Ohio Valley,0,0,Bench,0,18,2,9,1,2,0,0,0,2,1,1,2,2,5,0,12.55,0,10.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,3.5,0,0,186,0,TRUE,0,18,2,9,1,2,0,0,0,2,1,1,2,2,5,Jasman Sangha
,Maji David-Maji,Canisius,AWAY,Arizona,Big 12,0,,Bench,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,,55.326,,10.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29,34.5,0,0,"13,597",0,FALSE, , , , , , , , , , , , , , , , 
,Nicco DiGiulio,Canisius,AWAY,Arizona,Big 12,0,,Bench,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,55.326,,10.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29,34.5,0,0,"13,597",0,FALSE, , , , , , , , , , , , , , , , 
,Paul McMillan IV,Canisius,AWAY,Arizona,Big 12,0,,Starter,1,34,8,15,2,4,2,2,0,4,3,1,3,0,20,,55.326,,10.241,1,0,0,0,0,0,1,0,0,0,0,0,1,1,-29,34.5,0,0,"13,597",0,TRUE,1,34,8,15,2,4,2,2,0,4,3,1,3,0,20,Paul McMillan IV
,Paul McMillan IV,Canisius,AWAY,Mercyhurst,NEC,0,0,Starter,1,35,6,13,2,6,6,7,1,3,3,1,0,6,20,0,9,0,10.241,1,0,0,0,0,0,1,0,0,0,0,1,1,1,-10,-1.5,0,0,967,0,TRUE,1,35,6,13,2,6,6,7,1,3,3,1,0,6,20,Paul McMillan IV
,Paul McMillan IV,Canisius,AWAY,Western Michigan,MAC,0,0,Starter,1,37,6,18,2,5,9,10,1,5,4,2,0,1,23,0,5.153,0,10.241,1,0,0,0,0,0,1,0,0,1,0,0,1,1,-23,5.5,0,0,"1,406",0,TRUE,1,37,6,18,2,5,9,10,1,5,4,2,0,1,23,Paul McMillan IV
,Paul McMillan IV,Canisius,HOME,St. Bonaventure,A10,0,0,Starter,1,34,11,15,3,4,6,8,0,3,1,0,2,1,31,0,21.788,0,10.241,1,0,0,0,0,0,1,0,0,0,0,0,1,1,-9,10.5,0,0,"1,904",0,TRUE,1,34,11,15,3,4,6,8,0,3,1,0,2,1,31,Paul McMillan IV
,Paul McMillan IV,Canisius,NEUTRAL,SIU Edwardsville,Ohio Valley,0,0,Starter,1,33,7,12,2,4,2,5,0,3,2,0,1,0,18,0,12.55,0,10.241,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-18,3.5,0,0,186,0,TRUE,1,33,7,12,2,4,2,5,0,3,2,0,1,0,18,Paul McMillan IV
,Tana Kopa,Canisius,AWAY,Arizona,Big 12,0,,Starter,1,26,3,8,2,5,3,4,0,1,1,1,0,1,11,,55.326,,10.241,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-29,34.5,0,0,"13,597",0,TRUE,1,26,3,8,2,5,3,4,0,1,1,1,0,1,11,Tana Kopa
,Tana Kopa,Canisius,AWAY,Mercyhurst,NEC,0,0,Starter,1,30,6,10,5,8,0,1,1,6,0,2,4,2,17,0,9,0,10.241,1,0,0,0,0,0,0,1,0,0,0,0,1,0,-10,-1.5,0,0,967,0,TRUE,1,30,6,10,5,8,0,1,1,6,0,2,4,2,17,Tana Kopa
,Tana Kopa,Canisius,AWAY,Western Michigan,MAC,0,0,Starter,1,32,4,14,4,12,0,0,0,3,0,1,0,1,12,0,5.153,0,10.241,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-23,5.5,0,0,"1,406",0,TRUE,1,32,4,14,4,12,0,0,0,3,0,1,0,1,12,Tana Kopa
,Tana Kopa,Canisius,HOME,St. Bonaventure,A10,0,0,Starter,1,35,6,12,5,9,2,2,3,0,2,0,1,5,19,0,21.788,0,10.241,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-9,10.5,0,0,"1,904",0,TRUE,1,35,6,12,5,9,2,2,3,0,2,0,1,5,19,Tana Kopa
,Tana Kopa,Canisius,NEUTRAL,SIU Edwardsville,Ohio Valley,0,0,Starter,1,31,5,10,2,6,0,0,0,2,0,1,2,1,12,0,12.55,0,10.241,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-18,3.5,0,0,186,0,TRUE,1,31,5,10,2,6,0,0,0,2,0,1,2,1,12,Tana Kopa
,Tyson Oghene,Canisius,AWAY,Arizona,Big 12,0,,Bench,0,16,0,0,0,0,0,0,0,0,1,0,0,2,0,,55.326,,10.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29,34.5,0,0,"13,597",0,FALSE, , , , , , , , , , , , , , , , 
,Tyson Oghene,Canisius,AWAY,Mercyhurst,NEC,0,0,Bench,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,-1.5,0,0,967,0,FALSE, , , , , , , , , , , , , , , , 
,William Scott Jr.,Canisius,AWAY,Arizona,Big 12,0,,Bench,0,23,1,4,0,2,0,0,0,1,1,1,0,2,2,,55.326,,10.241,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-29,34.5,0,0,"13,597",0,TRUE,0,23,1,4,0,2,0,0,0,1,1,1,0,2,2,William Scott Jr.
,William Scott Jr.,Canisius,AWAY,Mercyhurst,NEC,0,0,Bench,0,16,0,4,0,3,2,2,1,1,1,1,0,1,2,0,9,0,10.241,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-10,-1.5,0,0,967,0,TRUE,0,16,0,4,0,3,2,2,1,1,1,1,0,1,2,William Scott Jr.
,William Scott Jr.,Canisius,AWAY,Western Michigan,MAC,0,0,Bench,0,6,1,2,0,0,0,0,0,0,0,0,0,0,2,0,5.153,0,10.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23,5.5,0,0,"1,406",0,TRUE,0,6,1,2,0,0,0,0,0,0,0,0,0,0,2,William Scott Jr.
,William Scott Jr.,Canisius,HOME,St. Bonaventure,A10,0,0,Bench,0,14,0,2,0,1,0,0,0,0,0,2,0,2,0,0,21.788,0,10.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,10.5,0,0,"1,904",0,TRUE,0,14,0,2,0,1,0,0,0,0,0,2,0,2,0,William Scott Jr.
,William Scott Jr.,Canisius,NEUTRAL,SIU Edwardsville,Ohio Valley,0,0,Bench,0,12,0,2,0,1,2,2,0,2,1,0,0,0,2,0,12.55,0,10.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,3.5,0,0,186,0,TRUE,0,12,0,2,0,1,2,2,0,2,1,0,0,0,2,William Scott Jr.
Central Arkansas,,,,,,,,,14,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,12,448,56,144,20,71,18,26,18,53,31,11,30,33,150,8
,Ben Fox,Central Arkansas,AWAY,Western Illinois,Ohio Valley,0,0,Starter,1,23,1,2,1,2,0,0,2,2,1,0,0,0,3,0,11.431,0,6.937,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-2,7.5,1,0,753,0,FALSE, , , , , , , , , , , , , , , , 
,Brayden Fagbemi,Central Arkansas,AWAY,BYU,Big 12,0,,Starter,1,34,3,10,1,6,1,2,0,3,7,1,6,1,8,,26.441,,6.937,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-38,33.5,0,0,"16,941",0,TRUE,1,34,3,10,1,6,1,2,0,3,7,1,6,1,8,Brayden Fagbemi
,Brayden Fagbemi,Central Arkansas,AWAY,Utah,Big 12,0,,Starter,1,31,5,16,2,9,1,2,1,4,4,0,1,0,13,,3.331,,6.937,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-35,29.5,0,0,"6,722",0,TRUE,1,31,5,16,2,9,1,2,1,4,4,0,1,0,13,Brayden Fagbemi
,Brayden Fagbemi,Central Arkansas,AWAY,Western Illinois,Ohio Valley,0,0,Starter,1,35,6,12,0,3,1,1,1,4,4,0,0,2,13,0,11.431,0,6.937,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-2,7.5,1,0,753,0,TRUE,1,35,6,12,0,3,1,1,1,4,4,0,0,2,13,Brayden Fagbemi
,Cole McCormick,Central Arkansas,AWAY,BYU,Big 12,0,,Bench,0,10,1,2,0,1,0,0,0,0,0,0,1,1,2,,26.441,,6.937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38,33.5,0,0,"16,941",0,TRUE,0,10,1,2,0,1,0,0,0,0,0,0,1,1,2,Cole McCormick
,Cole McCormick,Central Arkansas,AWAY,Utah,Big 12,0,,Bench,0,19,3,6,2,5,0,1,3,2,2,0,1,2,8,,3.331,,6.937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35,29.5,0,0,"6,722",0,TRUE,0,19,3,6,2,5,0,1,3,2,2,0,1,2,8,Cole McCormick
,Cole McCormick,Central Arkansas,AWAY,Western Illinois,Ohio Valley,0,0,Bench,0,17,1,3,1,1,0,0,1,1,0,0,0,2,3,0,11.431,0,6.937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,7.5,1,0,753,0,TRUE,0,17,1,3,1,1,0,0,1,1,0,0,0,2,3,Cole McCormick
,Diogo Seixas,Central Arkansas,AWAY,BYU,Big 12,0,,Starter,1,23,1,4,1,3,0,0,0,1,4,0,1,1,3,,26.441,,6.937,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-38,33.5,0,0,"16,941",0,FALSE, , , , , , , , , , , , , , , , 
,Diogo Seixas,Central Arkansas,AWAY,Western Illinois,Ohio Valley,0,0,Bench,0,5,0,1,0,1,0,0,0,0,1,2,0,1,0,0,11.431,0,6.937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,7.5,1,0,753,0,FALSE, , , , , , , , , , , , , , , , 
,Elias Cato,Central Arkansas,AWAY,BYU,Big 12,0,,Starter,1,30,9,13,3,6,0,0,0,3,1,0,4,1,21,,26.441,,6.937,1,0,0,0,0,0,1,0,0,0,0,0,1,1,-38,33.5,0,0,"16,941",0,TRUE,1,30,9,13,3,6,0,0,0,3,1,0,4,1,21,Elias Cato
,Elias Cato,Central Arkansas,AWAY,Utah,Big 12,0,,Starter,1,21,1,7,1,4,0,0,1,0,1,1,2,3,3,,3.331,,6.937,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-35,29.5,0,0,"6,722",0,TRUE,1,21,1,7,1,4,0,0,1,0,1,1,2,3,3,Elias Cato
,Elias Cato,Central Arkansas,AWAY,Western Illinois,Ohio Valley,0,0,Starter,1,31,1,3,0,1,2,2,0,3,1,1,1,3,4,0,11.431,0,6.937,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2,7.5,1,0,753,0,TRUE,1,31,1,3,0,1,2,2,0,3,1,1,1,3,4,Elias Cato
,Ethan Thomas,Central Arkansas,AWAY,Utah,Big 12,0,,Bench,0,18,2,8,2,6,0,0,0,3,2,1,0,4,6,,3.331,,6.937,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-35,29.5,0,0,"6,722",0,FALSE, , , , , , , , , , , , , , , , 
,Jabari West Jr.,Central Arkansas,AWAY,Western Illinois,Ohio Valley,0,0,Bench,0,7,1,2,1,2,0,0,0,2,0,0,1,0,3,0,11.431,0,6.937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,7.5,1,0,753,0,FALSE, , , , , , , , , , , , , , , , 
,Layne Taylor,Central Arkansas,AWAY,BYU,Big 12,0,,Starter,1,28,2,10,1,7,0,0,1,1,0,3,1,1,5,,26.441,,6.937,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-38,33.5,0,0,"16,941",0,TRUE,1,28,2,10,1,7,0,0,1,1,0,3,1,1,5,Layne Taylor
,Layne Taylor,Central Arkansas,AWAY,Utah,Big 12,0,,Starter,1,29,4,13,3,9,4,4,0,4,2,2,3,3,15,,3.331,,6.937,1,0,0,0,0,1,0,0,0,0,0,0,1,0,-35,29.5,0,0,"6,722",0,TRUE,1,29,4,13,3,9,4,4,0,4,2,2,3,3,15,Layne Taylor
,Layne Taylor,Central Arkansas,AWAY,Western Illinois,Ohio Valley,0,0,Starter,1,32,8,20,5,13,0,0,2,4,1,0,0,1,21,0,11.431,0,6.937,1,0,0,0,0,0,1,0,1,0,0,0,1,1,-2,7.5,1,0,753,0,TRUE,1,32,8,20,5,13,0,0,2,4,1,0,0,1,21,Layne Taylor
,Michael Evbagharu,Central Arkansas,AWAY,BYU,Big 12,0,,Bench,0,11,1,3,1,3,2,2,0,1,0,0,1,0,5,,26.441,,6.937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38,33.5,0,0,"16,941",0,TRUE,0,11,1,3,1,3,2,2,0,1,0,0,1,0,5,Michael Evbagharu
,Michael Evbagharu,Central Arkansas,AWAY,Western Illinois,Ohio Valley,0,0,Bench,0,21,3,5,0,1,0,0,1,1,1,1,1,1,6,0,11.431,0,6.937,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2,7.5,1,0,753,0,TRUE,0,21,3,5,0,1,0,0,1,1,1,1,1,1,6,Michael Evbagharu
,Nehemiah Turner,Central Arkansas,AWAY,BYU,Big 12,0,,Bench,0,23,2,6,0,1,1,6,4,7,2,1,2,2,5,,26.441,,6.937,1,0,0,0,0,0,0,1,1,0,0,0,1,0,-38,33.5,0,0,"16,941",0,TRUE,0,23,2,6,0,1,1,6,4,7,2,1,2,2,5,Nehemiah Turner
,Nehemiah Turner,Central Arkansas,AWAY,Utah,Big 12,0,,Bench,0,15,3,6,0,1,0,0,0,3,1,1,4,3,6,,3.331,,6.937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35,29.5,0,0,"6,722",0,TRUE,0,15,3,6,0,1,0,0,0,3,1,1,4,3,6,Nehemiah Turner
,Nehemiah Turner,Central Arkansas,AWAY,Western Illinois,Ohio Valley,0,0,Bench,0,19,1,4,0,0,4,4,0,6,3,0,1,1,6,0,11.431,0,6.937,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-2,7.5,1,0,753,0,TRUE,0,19,1,4,0,0,4,4,0,6,3,0,1,1,6,Nehemiah Turner
,Ty Robinson,Central Arkansas,AWAY,BYU,Big 12,0,,Bench,0,14,0,6,0,3,0,0,2,1,0,0,1,0,0,,26.441,,6.937,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-38,33.5,0,0,"16,941",0,FALSE, , , , , , , , , , , , , , , , 
,Ubongabasi Etim,Central Arkansas,AWAY,BYU,Big 12,0,,Starter,1,16,0,1,0,0,0,0,1,3,0,0,0,2,0,,26.441,,6.937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38,33.5,0,0,"16,941",0,TRUE,1,16,0,1,0,0,0,0,1,3,0,0,0,2,0,Ubongabasi Etim
,Ubongabasi Etim,Central Arkansas,AWAY,Utah,Big 12,0,,Starter,1,20,1,3,0,0,2,2,2,3,1,0,0,2,4,,3.331,,6.937,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-35,29.5,0,0,"6,722",0,TRUE,1,20,1,3,0,0,2,2,2,3,1,0,0,2,4,Ubongabasi Etim
