,Players,Team,Location,Opponent,Opponent Conference,Power,Top 25,,STR,Min,FGM,FGA,3M,3A,FTM,FTA,OReb,DReb,AST,STL,TO,PF,PTS,OPP ACTIVE VALUE,OPP HISTORICAL VALUE,TEAM ACTIVE VALUE,TEAM HISTORICAL VALUE,Doubles,Double Doube,Triple Double,0-3+ FG,Perfect 2 FG min 3,Perfect 3 FG min 3,Points Leader,Def Reb Leader,Off Reb Leader,Steal Leader,Assist Leader,Foul Trouble,20+ minutes,20+ points,SM,Line,Clutch ,Overtime,Attendance,Player Points,Top 7,STR,Min,FGM,FGA,3M,3A,FTM,FTA,OReb,DReb,AST,STL,TO,PF,PTS,Player Name
Team:,,,,,,,,,Sum:,Sum:,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sum:,,,,,,,,,,,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Count (Unique):
,Jhaylon Martinez,Niagara,AWAY,Michigan St.,Big Ten,1,,Starter,1,12,4,5,2,2,0,0,0,1,0,0,0,5,10,,75.472,,12.013,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-36,29.5,0,0,"14,797",0,TRUE,1,12,4,5,2,2,0,0,0,1,0,0,0,5,10,Jhaylon Martinez
,Jhaylon Martinez,Niagara,AWAY,Detroit Mercy,Horizon,0,0,Starter,1,12,1,4,0,1,0,0,1,0,1,0,0,4,2,0,8.951,0,12.013,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-6,2.5,1,1,807,0,TRUE,1,12,1,4,0,1,0,0,1,0,1,0,0,4,2,Jhaylon Martinez
,Josiah Davis,Niagara,AWAY,Michigan St.,Big Ten,1,,Starter,1,31,2,7,0,1,3,3,0,3,4,1,0,2,7,,75.472,,12.013,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-36,29.5,0,0,"14,797",0,TRUE,1,31,2,7,0,1,3,3,0,3,4,1,0,2,7,Josiah Davis
,Josiah Davis,Niagara,AWAY,Detroit Mercy,Horizon,0,0,Starter,1,33,1,10,0,2,2,2,0,3,3,0,2,4,4,0,8.951,0,12.013,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-6,2.5,1,1,807,0,TRUE,1,33,1,10,0,2,2,2,0,3,3,0,2,4,4,Josiah Davis
,Justice Smith,Niagara,AWAY,Michigan St.,Big Ten,1,,Starter,1,25,0,4,0,3,0,0,0,5,4,0,4,2,0,,75.472,,12.013,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-36,29.5,0,0,"14,797",0,TRUE,1,25,0,4,0,3,0,0,0,5,4,0,4,2,0,Justice Smith
,Justice Smith,Niagara,AWAY,Detroit Mercy,Horizon,0,0,Starter,1,35,7,11,3,4,0,0,0,3,2,1,0,4,17,0,8.951,0,12.013,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-6,2.5,1,1,807,0,TRUE,1,35,7,11,3,4,0,0,0,3,2,1,0,4,17,Justice Smith
,Justin Page,Niagara,AWAY,Michigan St.,Big Ten,1,,Bench,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,,75.472,,12.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-36,29.5,0,0,"14,797",0,FALSE, , , , , , , , , , , , , , , , 
,Justin Page,Niagara,AWAY,Detroit Mercy,Horizon,0,0,Bench,0,23,2,4,2,4,0,0,1,0,2,1,0,1,6,0,8.951,0,12.013,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-6,2.5,1,1,807,0,FALSE, , , , , , , , , , , , , , , , 
,Olumide Adelodun,Niagara,AWAY,Michigan St.,Big Ten,1,,Starter,1,29,4,10,1,6,4,5,1,4,1,0,4,0,13,,75.472,,12.013,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-36,29.5,0,0,"14,797",0,TRUE,1,29,4,10,1,6,4,5,1,4,1,0,4,0,13,Olumide Adelodun
,Olumide Adelodun,Niagara,AWAY,Detroit Mercy,Horizon,0,0,Starter,1,41,7,14,6,12,0,0,0,3,1,2,1,1,20,0,8.951,0,12.013,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-6,2.5,1,1,807,0,TRUE,1,41,7,14,6,12,0,0,0,3,1,2,1,1,20,Olumide Adelodun
,Will Shortt,Niagara,AWAY,Detroit Mercy,Horizon,0,0,Bench,0,16,2,3,0,0,2,3,0,3,0,1,1,3,6,0,8.951,0,12.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,2.5,1,1,807,0,FALSE, , , , , , , , , , , , , , , , 
,Zion Russell,Niagara,AWAY,Michigan St.,Big Ten,1,,Bench,0,21,2,4,1,2,0,0,0,3,0,0,1,1,5,,75.472,,12.013,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-36,29.5,0,0,"14,797",0,TRUE,0,21,2,4,1,2,0,0,0,3,0,0,1,1,5,Zion Russell
,Zion Russell,Niagara,AWAY,Detroit Mercy,Horizon,0,0,Bench,0,6,0,3,0,3,0,0,0,2,0,0,0,1,0,0,8.951,0,12.013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-6,2.5,1,1,807,0,TRUE,0,6,0,3,0,3,0,0,0,2,0,0,0,1,0,Zion Russell
Nicholls St.,,,,,,,,,20,705,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,20,666,82,251,39,110,25,44,42,75,49,17,39,61,228,10
,Brian Myles,Nicholls St.,AWAY,New Mexico,Mountain West,0,,Starter,1,14,3,6,1,3,0,0,1,4,1,1,1,5,7,,32.806,,23.227,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-7,17.5,1,0,"10,609",0,TRUE,1,14,3,6,1,3,0,0,1,4,1,1,1,5,7,Brian Myles
,Brian Myles,Nicholls St.,HOME,South Alabama,Sun Belt,0,0,Starter,1,26,6,10,3,4,2,2,4,2,1,0,1,2,17,0,16.889,0,23.227,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-6,-5.5,1,0,644,0,TRUE,1,26,6,10,3,4,2,2,4,2,1,0,1,2,17,Brian Myles
,Byron Ireland,Nicholls St.,AWAY,Northern Kentucky,Horizon,0,0,Starter,1,38,5,18,1,4,4,6,2,2,4,0,4,2,15,0,29.783,0,23.227,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5.5,1,0,"2,345",0,TRUE,1,38,5,18,1,4,4,6,2,2,4,0,4,2,15,Byron Ireland
,Byron Ireland,Nicholls St.,AWAY,Cincinnati,Big 12,0,0,Starter,1,27,3,12,0,1,0,0,1,1,2,0,3,0,6,0,28.397,0,23.227,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-37,27.5,0,0,"10,485",0,TRUE,1,27,3,12,0,1,0,0,1,1,2,0,3,0,6,Byron Ireland
,Byron Ireland,Nicholls St.,HOME,South Alabama,Sun Belt,0,0,Bench,0,20,0,4,0,1,3,6,1,3,2,0,0,5,3,0,16.889,0,23.227,0,0,0,1,0,0,0,0,0,0,0,1,1,0,-6,-5.5,1,0,644,0,TRUE,0,20,0,4,0,1,3,6,1,3,2,0,0,5,3,Byron Ireland
,Caleb Robinson,Nicholls St.,AWAY,Northern Kentucky,Horizon,0,0,Starter,1,25,3,10,1,2,0,0,3,1,0,2,2,3,7,0,29.783,0,23.227,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5.5,1,0,"2,345",0,TRUE,1,25,3,10,1,2,0,0,3,1,0,2,2,3,7,Caleb Robinson
,Caleb Robinson,Nicholls St.,AWAY,Cincinnati,Big 12,0,0,Starter,1,20,2,4,0,1,0,0,1,2,0,2,0,2,4,0,28.397,0,23.227,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-37,27.5,0,0,"10,485",0,TRUE,1,20,2,4,0,1,0,0,1,2,0,2,0,2,4,Caleb Robinson
,Caleb Robinson,Nicholls St.,HOME,South Alabama,Sun Belt,0,0,Bench,0,12,2,2,0,0,0,0,1,2,2,1,0,2,4,0,16.889,0,23.227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-5.5,1,0,644,0,FALSE, , , , , , , , , , , , , , , , 
,Ike Cornish,Nicholls St.,AWAY,New Mexico,Mountain West,0,,Starter,1,26,4,16,4,14,2,2,1,6,0,1,1,3,14,,32.806,,23.227,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-7,17.5,1,0,"10,609",0,TRUE,1,26,4,16,4,14,2,2,1,6,0,1,1,3,14,Ike Cornish
,Ike Cornish,Nicholls St.,AWAY,Northern Kentucky,Horizon,0,0,Starter,1,29,4,12,3,7,1,2,3,4,1,3,0,1,12,0,29.783,0,23.227,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,5.5,1,0,"2,345",0,TRUE,1,29,4,12,3,7,1,2,3,4,1,3,0,1,12,Ike Cornish
,Ike Cornish,Nicholls St.,AWAY,Cincinnati,Big 12,0,0,Starter,1,16,1,6,1,5,0,0,1,1,1,1,1,2,3,0,28.397,0,23.227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37,27.5,0,0,"10,485",0,TRUE,1,16,1,6,1,5,0,0,1,1,1,1,1,2,3,Ike Cornish
,Ike Cornish,Nicholls St.,HOME,South Alabama,Sun Belt,0,0,Starter,1,26,6,14,6,13,0,0,0,2,2,0,2,3,18,0,16.889,0,23.227,1,0,0,0,0,0,1,0,0,0,0,0,1,0,-6,-5.5,1,0,644,0,TRUE,1,26,6,14,6,13,0,0,0,2,2,0,2,3,18,Ike Cornish
,Jamal West Jr.,Nicholls St.,AWAY,New Mexico,Mountain West,0,,Starter,1,35,3,7,0,0,4,5,3,6,2,0,4,3,10,,32.806,,23.227,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-7,17.5,1,0,"10,609",0,TRUE,1,35,3,7,0,0,4,5,3,6,2,0,4,3,10,Jamal West Jr.
,Jamal West Jr.,Nicholls St.,AWAY,Northern Kentucky,Horizon,0,0,Starter,1,23,3,9,0,0,1,4,4,5,2,0,1,4,7,0,29.783,0,23.227,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,5.5,1,0,"2,345",0,TRUE,1,23,3,9,0,0,1,4,4,5,2,0,1,4,7,Jamal West Jr.
,Jamal West Jr.,Nicholls St.,AWAY,Cincinnati,Big 12,0,0,Starter,1,30,5,14,0,1,2,4,3,3,1,1,0,2,12,0,28.397,0,23.227,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-37,27.5,0,0,"10,485",0,TRUE,1,30,5,14,0,1,2,4,3,3,1,1,0,2,12,Jamal West Jr.
,Jamal West Jr.,Nicholls St.,HOME,South Alabama,Sun Belt,0,0,Starter,1,26,3,5,0,0,1,1,1,4,0,0,0,2,7,0,16.889,0,23.227,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-6,-5.5,1,0,644,0,TRUE,1,26,3,5,0,0,1,1,1,4,0,0,0,2,7,Jamal West Jr.
,Jaylen Searles,Nicholls St.,AWAY,New Mexico,Mountain West,0,,Bench,0,8,1,4,0,1,0,1,0,4,1,0,0,0,2,,32.806,,23.227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,17.5,1,0,"10,609",0,FALSE, , , , , , , , , , , , , , , , 
,Michael Gray Jr.,Nicholls St.,AWAY,New Mexico,Mountain West,0,,Bench,0,19,5,9,3,4,0,0,2,1,1,1,0,3,13,,32.806,,23.227,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,17.5,1,0,"10,609",0,TRUE,0,19,5,9,3,4,0,0,2,1,1,1,0,3,13,Michael Gray Jr.
,Michael Gray Jr.,Nicholls St.,AWAY,Northern Kentucky,Horizon,0,0,Bench,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.783,0,23.227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.5,1,0,"2,345",0,FALSE, , , , , , , , , , , , , , , , 
,Michael Gray Jr.,Nicholls St.,HOME,South Alabama,Sun Belt,0,0,Bench,0,16,1,7,1,5,0,0,0,1,1,0,0,3,3,0,16.889,0,23.227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-5.5,1,0,644,0,TRUE,0,16,1,7,1,5,0,0,0,1,1,0,0,3,3,Michael Gray Jr.
,Robert Brown III,Nicholls St.,AWAY,New Mexico,Mountain West,0,,Starter,1,39,8,16,6,12,1,2,1,3,3,0,1,2,23,,32.806,,23.227,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-7,17.5,1,0,"10,609",0,TRUE,1,39,8,16,6,12,1,2,1,3,3,0,1,2,23,Robert Brown III
,Robert Brown III,Nicholls St.,AWAY,Northern Kentucky,Horizon,0,0,Starter,1,33,4,13,3,9,0,0,0,4,1,1,2,3,11,0,29.783,0,23.227,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5.5,1,0,"2,345",0,TRUE,1,33,4,13,3,9,0,0,0,4,1,1,2,3,11,Robert Brown III
,Robert Brown III,Nicholls St.,AWAY,Cincinnati,Big 12,0,0,Starter,1,22,3,9,3,6,0,0,2,0,2,0,1,1,9,0,28.397,0,23.227,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-37,27.5,0,0,"10,485",0,TRUE,1,22,3,9,3,6,0,0,2,0,2,0,1,1,9,Robert Brown III
,Robert Brown III,Nicholls St.,HOME,South Alabama,Sun Belt,0,0,Starter,1,32,2,13,2,12,0,1,1,5,3,1,2,2,6,0,16.889,0,23.227,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-6,-5.5,1,0,644,0,TRUE,1,32,2,13,2,12,0,1,1,5,3,1,2,2,6,Robert Brown III
,Sincere Malone,Nicholls St.,AWAY,New Mexico,Mountain West,0,,Bench,0,14,1,1,0,0,0,0,1,2,1,1,3,1,2,,32.806,,23.227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,17.5,1,0,"10,609",0,FALSE, , , , , , , , , , , , , , , , 
,Sincere Malone,Nicholls St.,AWAY,Northern Kentucky,Horizon,0,0,Bench,0,8,0,1,0,0,0,0,2,4,0,0,1,0,0,0,29.783,0,23.227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.5,1,0,"2,345",0,TRUE,0,8,0,1,0,0,0,0,2,4,0,0,1,0,0,Sincere Malone
,Sincere Malone,Nicholls St.,AWAY,Cincinnati,Big 12,0,0,Bench,0,25,2,5,0,0,0,0,3,2,1,2,1,1,4,0,28.397,0,23.227,0,0,0,0,0,0,0,0,1,1,0,0,1,0,-37,27.5,0,0,"10,485",0,TRUE,0,25,2,5,0,0,0,0,3,2,1,2,1,1,4,Sincere Malone
,Trae English,Nicholls St.,AWAY,New Mexico,Mountain West,0,,Starter,1,27,2,10,1,3,2,6,0,4,8,0,5,2,7,,32.806,,23.227,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-7,17.5,1,0,"10,609",0,TRUE,1,27,2,10,1,3,2,6,0,4,8,0,5,2,7,Trae English
,Trae English,Nicholls St.,HOME,South Alabama,Sun Belt,0,0,Starter,1,27,0,6,0,1,2,2,0,1,4,0,2,4,2,0,16.889,0,23.227,0,0,0,1,0,0,0,0,0,0,0,1,1,0,-6,-5.5,1,0,644,0,TRUE,1,27,0,6,0,1,2,2,0,1,4,0,2,4,2,Trae English
,Trae English,Nicholls St.,AWAY,Northern Kentucky,Horizon,0,0,Bench,0,13,0,2,0,1,0,0,1,3,2,0,2,0,0,0,29.783,0,23.227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.5,1,0,"2,345",0,TRUE,0,13,0,2,0,1,0,0,1,3,2,0,2,0,0,Trae English
,Trae English,Nicholls St.,AWAY,Cincinnati,Big 12,0,0,Bench,0,24,4,13,0,1,0,1,1,1,4,1,2,1,8,0,28.397,0,23.227,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-37,27.5,0,0,"10,485",0,TRUE,0,24,4,13,0,1,0,1,1,1,4,1,2,1,8,Trae English
NJIT,,,,,,,,,20,743,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,20,631,72,187,23,75,27,37,21,71,36,12,37,53,194,8
,Ari Fulton,NJIT,AWAY,Villanova,Big East,0,0,Bench,0,18,1,2,0,1,0,0,0,2,0,0,1,2,2,0,66.973,0,8.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37,22.5,0,0,"6,501",0,TRUE,0,18,1,2,0,1,0,0,0,2,0,0,1,2,2,Ari Fulton
,Ari Fulton,NJIT,AWAY,Morgan St.,MEAC,0,0,Bench,0,14,1,3,1,3,0,0,1,2,1,1,1,2,3,0,10.03,0,8.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12,6.5,0,0,127,0,TRUE,0,14,1,3,1,3,0,0,1,2,1,1,1,2,3,Ari Fulton
,Ari Fulton,NJIT,HOME,Penn,Ivy,0,,Bench,0,7,0,1,0,1,0,0,0,2,0,0,0,0,0,,9.286,,8.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,8.5,1,0,545,0,TRUE,0,7,0,1,0,1,0,0,0,2,0,0,0,0,0,Ari Fulton
,Cameron Piggee,NJIT,AWAY,Villanova,Big East,0,0,Bench,0,16,1,3,1,2,0,0,0,0,0,0,0,0,3,0,66.973,0,8.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37,22.5,0,0,"6,501",0,FALSE, , , , , , , , , , , , , , , , 
,Jake Goldberg,NJIT,AWAY,Villanova,Big East,0,0,Starter,1,15,2,3,1,2,0,2,0,2,0,0,1,2,5,0,66.973,0,8.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37,22.5,0,0,"6,501",0,TRUE,1,15,2,3,1,2,0,2,0,2,0,0,1,2,5,Jake Goldberg
,Jake Goldberg,NJIT,AWAY,Morgan St.,MEAC,0,0,Starter,1,24,3,5,2,2,0,0,0,2,0,0,0,2,8,0,10.03,0,8.091,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-12,6.5,0,0,127,0,TRUE,1,24,3,5,2,2,0,0,0,2,0,0,0,2,8,Jake Goldberg
,Jake Goldberg,NJIT,HOME,Penn,Ivy,0,,Starter,1,33,2,6,0,4,0,0,1,3,1,2,1,2,4,,9.286,,8.091,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-1,8.5,1,0,545,0,TRUE,1,33,2,6,0,4,0,0,1,3,1,2,1,2,4,Jake Goldberg
,Jake Goldberg,NJIT,HOME,Loyola MD,Patriot,0,0,Starter,1,22,2,6,1,3,1,2,1,0,0,1,0,1,6,0,8.86,0,8.091,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-18,2.5,0,0,555,0,TRUE,1,22,2,6,1,3,1,2,1,0,0,1,0,1,6,Jake Goldberg
,John Kelly,NJIT,HOME,Penn,Ivy,0,,Bench,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,,9.286,,8.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,8.5,1,0,545,0,FALSE, , , , , , , , , , , , , , , , 
,Jordan Rogers,NJIT,AWAY,Morgan St.,MEAC,0,0,Starter,1,17,0,2,0,0,0,0,1,1,0,1,2,5,0,0,10.03,0,8.091,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-12,6.5,0,0,127,0,TRUE,1,17,0,2,0,0,0,0,1,1,0,1,2,5,0,Jordan Rogers
,Jordan Rogers,NJIT,HOME,Penn,Ivy,0,,Starter,1,24,4,5,1,1,0,0,1,4,1,1,0,5,9,,9.286,,8.091,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,8.5,1,0,545,0,TRUE,1,24,4,5,1,1,0,0,1,4,1,1,0,5,9,Jordan Rogers
,Jordan Rogers,NJIT,AWAY,Villanova,Big East,0,0,Bench,0,12,1,3,0,0,0,0,1,0,0,0,2,4,2,0,66.973,0,8.091,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-37,22.5,0,0,"6,501",0,TRUE,0,12,1,3,0,0,0,0,1,0,0,0,2,4,2,Jordan Rogers
,Jordan Rogers,NJIT,HOME,Loyola MD,Patriot,0,0,Bench,0,20,0,0,0,0,0,0,0,1,3,0,1,4,0,0,8.86,0,8.091,0,0,0,0,0,0,0,0,0,0,1,1,1,0,-18,2.5,0,0,555,0,TRUE,0,20,0,0,0,0,0,0,0,1,3,0,1,4,0,Jordan Rogers
,Levi Lawal,NJIT,AWAY,Villanova,Big East,0,0,Starter,1,30,3,9,3,7,0,0,1,0,0,0,0,1,9,0,66.973,0,8.091,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-37,22.5,0,0,"6,501",0,TRUE,1,30,3,9,3,7,0,0,1,0,0,0,0,1,9,Levi Lawal
,Levi Lawal,NJIT,HOME,Penn,Ivy,0,,Starter,1,13,1,4,1,1,0,0,2,2,0,1,0,4,3,,9.286,,8.091,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,8.5,1,0,545,0,TRUE,1,13,1,4,1,1,0,0,2,2,0,1,0,4,3,Levi Lawal
,Levi Lawal,NJIT,HOME,Loyola MD,Patriot,0,0,Starter,1,25,0,4,0,3,0,0,0,8,0,0,2,1,0,0,8.86,0,8.091,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-18,2.5,0,0,555,0,TRUE,1,25,0,4,0,3,0,0,0,8,0,0,2,1,0,Levi Lawal
,Levi Lawal,NJIT,AWAY,Morgan St.,MEAC,0,0,Bench,0,20,0,3,0,2,0,0,0,3,0,0,1,0,0,0,10.03,0,8.091,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-12,6.5,0,0,127,0,TRUE,0,20,0,3,0,2,0,0,0,3,0,0,1,0,0,Levi Lawal
,Malachi Arrington,NJIT,AWAY,Villanova,Big East,0,0,Bench,0,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,66.973,0,8.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37,22.5,0,0,"6,501",0,FALSE, , , , , , , , , , , , , , , , 
,Malachi Arrington,NJIT,AWAY,Morgan St.,MEAC,0,0,Bench,0,6,2,2,0,0,0,0,1,1,0,1,1,4,4,0,10.03,0,8.091,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-12,6.5,0,0,127,0,FALSE, , , , , , , , , , , , , , , , 
,Malachi Arrington,NJIT,HOME,Penn,Ivy,0,,Bench,0,9,0,0,0,0,1,2,1,0,1,0,2,5,1,,9.286,,8.091,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,8.5,1,0,545,0,FALSE, , , , , , , , , , , , , , , , 
,Sebastian Robinson,NJIT,AWAY,Villanova,Big East,0,0,Starter,1,31,1,6,0,0,2,2,0,1,6,0,1,3,4,0,66.973,0,8.091,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-37,22.5,0,0,"6,501",0,TRUE,1,31,1,6,0,0,2,2,0,1,6,0,1,3,4,Sebastian Robinson
,Sebastian Robinson,NJIT,AWAY,Morgan St.,MEAC,0,0,Starter,1,34,6,15,0,4,5,8,1,1,3,0,3,3,17,0,10.03,0,8.091,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-12,6.5,0,0,127,0,TRUE,1,34,6,15,0,4,5,8,1,1,3,0,3,3,17,Sebastian Robinson
,Sebastian Robinson,NJIT,HOME,Penn,Ivy,0,,Starter,1,37,7,14,1,3,5,6,0,9,1,1,1,2,20,,9.286,,8.091,1,0,0,0,0,0,1,1,0,0,0,0,1,1,-1,8.5,1,0,545,0,TRUE,1,37,7,14,1,3,5,6,0,9,1,1,1,2,20,Sebastian Robinson
,Sebastian Robinson,NJIT,HOME,Loyola MD,Patriot,0,0,Starter,1,26,2,8,0,1,2,2,1,1,1,0,3,2,6,0,8.86,0,8.091,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-18,2.5,0,0,555,0,TRUE,1,26,2,8,0,1,2,2,1,1,1,0,3,2,6,Sebastian Robinson
,Tariq Francis,NJIT,AWAY,Villanova,Big East,0,0,Starter,1,31,5,12,2,8,0,0,1,3,6,0,3,2,12,0,66.973,0,8.091,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-37,22.5,0,0,"6,501",0,TRUE,1,31,5,12,2,8,0,0,1,3,6,0,3,2,12,Tariq Francis
,Tariq Francis,NJIT,AWAY,Morgan St.,MEAC,0,0,Starter,1,36,6,19,3,8,3,3,1,5,6,1,0,0,18,0,10.03,0,8.091,1,0,0,0,0,1,1,0,0,0,1,0,1,0,-12,6.5,0,0,127,0,TRUE,1,36,6,19,3,8,3,3,1,5,6,1,0,0,18,Tariq Francis
,Tariq Francis,NJIT,HOME,Penn,Ivy,0,,Starter,1,37,6,20,4,12,4,5,1,2,3,0,5,2,20,,9.286,,8.091,1,0,0,0,0,0,1,0,0,0,1,0,1,1,-1,8.5,1,0,545,0,TRUE,1,37,6,20,4,12,4,5,1,2,3,0,5,2,20,Tariq Francis
,Tariq Francis,NJIT,HOME,Loyola MD,Patriot,0,0,Starter,1,32,8,19,1,6,0,0,1,4,3,1,6,1,17,0,8.86,0,8.091,1,0,0,0,0,0,1,0,0,1,1,0,1,0,-18,2.5,0,0,555,0,TRUE,1,32,8,19,1,6,0,0,1,4,3,1,6,1,17,Tariq Francis
,Tim Moore Jr.,NJIT,AWAY,Villanova,Big East,0,0,Starter,1,26,5,9,2,3,0,1,0,2,1,1,1,2,12,0,66.973,0,8.091,1,0,0,0,0,0,0,0,0,1,0,0,1,0,-37,22.5,0,0,"6,501",0,TRUE,1,26,5,9,2,3,0,1,0,2,1,1,1,2,12,Tim Moore Jr.
,Tim Moore Jr.,NJIT,AWAY,Morgan St.,MEAC,0,0,Starter,1,27,3,6,0,0,5,6,4,6,0,0,2,1,11,0,10.03,0,8.091,2,1,0,0,0,0,0,1,0,0,0,0,1,0,-12,6.5,0,0,127,0,TRUE,1,27,3,6,0,0,5,6,4,6,0,0,2,1,11,Tim Moore Jr.
,Tim Moore Jr.,NJIT,HOME,Loyola MD,Patriot,0,0,Starter,1,20,3,3,0,0,0,0,2,5,0,1,0,0,6,0,8.86,0,8.091,0,0,0,0,1,0,0,0,0,1,0,0,1,0,-18,2.5,0,0,555,0,TRUE,1,20,3,3,0,0,0,0,2,5,0,1,0,0,6,Tim Moore Jr.
,Triston Wennersten,NJIT,AWAY,Morgan St.,MEAC,0,0,Bench,0,7,1,2,1,2,0,0,0,0,0,0,0,2,3,0,10.03,0,8.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12,6.5,0,0,127,0,FALSE, , , , , , , , , , , , , , , , 
,Triston Wennersten,NJIT,HOME,Penn,Ivy,0,,Bench,0,32,0,3,0,2,0,0,1,2,0,0,1,1,0,,9.286,,8.091,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1,8.5,1,0,545,0,FALSE, , , , , , , , , , , , , , , , 
,Triston Wennersten,NJIT,HOME,Loyola MD,Patriot,0,0,Bench,0,6,1,4,1,4,0,0,0,0,0,0,0,0,3,0,8.86,0,8.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,2.5,0,0,555,0,FALSE, , , , , , , , , , , , , , , , 
,Walt Andrews Jr.,NJIT,AWAY,Villanova,Big East,0,0,Bench,0,9,1,2,0,1,0,0,0,0,0,0,0,0,2,0,66.973,0,8.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37,22.5,0,0,"6,501",0,FALSE, , , , , , , , , , , , , , , , 
,Walt Andrews Jr.,NJIT,AWAY,Morgan St.,MEAC,0,0,Bench,0,13,2,4,1,2,0,0,0,0,0,0,1,2,5,0,10.03,0,8.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12,6.5,0,0,127,0,FALSE, , , , , , , , , , , , , , , , 
,Walt Andrews Jr.,NJIT,HOME,Penn,Ivy,0,,Bench,0,6,0,1,0,0,0,0,0,0,1,0,1,2,0,,9.286,,8.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,8.5,1,0,545,0,FALSE, , , , , , , , , , , , , , , , 
