Players,Team,Location,Opponent,Opponent Conference,Power,Top 25,,STR,Min,FGM,FGA,3M,3A,FTM,FTA,OReb,DReb,AST,STL,TO,PF,PTS,OPP ACTIVE VALUE,OPP HISTORICAL VALUE,TEAM ACTIVE VALUE,TEAM HISTORICAL VALUE,Doubles,Double Doube,Triple Double,0-3+ FG,Perfect 2 FG min 3,Perfect 3 FG min 3,Points Leader,Def Reb Leader,Off Reb Leader,Steal Leader,Assist Leader,Foul Trouble,20+ minutes,20+ points,SM,Line,Clutch ,Overtime,Attendance,Player Points,Top 7,STR,Min,FGM,FGA,3M,3A,FTM,FTA,OReb,DReb,AST,STL,TO,PF,PTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim Eze,UMBC,AWAY,Penn St.,Big Ten,1,,Bench,0,4,0,0,0,0,0,0,0,2,0,0,2,1,0,,7.895,,12.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49,22.5,0,0,7353,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torin Bosch,UMBC,AWAY,Penn St.,Big Ten,1,,Bench,0,7,0,4,0,1,0,0,1,0,0,1,0,2,0,,7.895,,12.039,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-49,22.5,0,0,7353,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMBC,UMBC,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UMBC,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson Kopp,UMKC,AWAY,Iowa St.,Big 12,0,0,Starter,1,15,1,7,0,5,3,4,0,0,1,2,2,1,5,0,43.735,0,7.086,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-26,27.5,0,0,"13,464",0,TRUE,1,15,1,7,0,5,3,4,0,0,1,2,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Babacar Diallo,UMKC,AWAY,Iowa St.,Big 12,0,0,Bench,0,5,0,1,0,1,0,0,0,0,1,0,0,1,0,0,43.735,0,7.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26,27.5,0,0,"13,464",0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameron Faas,UMKC,AWAY,Iowa St.,Big 12,0,0,Bench,0,15,1,10,1,8,0,0,0,0,0,0,1,2,3,0,43.735,0,7.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26,27.5,0,0,"13,464",0,TRUE,0,15,1,10,1,8,0,0,0,0,0,0,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davontae Hall,UMKC,AWAY,Iowa St.,Big 12,0,0,Starter,1,28,0,4,0,0,2,2,0,2,4,1,3,2,2,0,43.735,0,7.086,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-26,27.5,0,0,"13,464",0,TRUE,1,28,0,4,0,0,2,2,0,2,4,1,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamar Brown,UMKC,AWAY,Iowa St.,Big 12,0,0,Starter,1,32,8,13,3,6,1,1,3,1,0,0,2,3,20,0,43.735,0,7.086,1,0,0,0,0,0,1,0,0,0,0,0,1,1,-26,27.5,0,0,"13,464",0,TRUE,1,32,8,13,3,6,1,1,3,1,0,0,2,3,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayson Petty,UMKC,AWAY,Iowa St.,Big 12,0,0,Starter,1,34,3,9,2,7,4,4,2,6,2,2,0,2,12,0,43.735,0,7.086,1,0,0,0,0,1,0,1,0,1,0,0,1,0,-26,27.5,0,0,"13,464",0,TRUE,1,34,3,9,2,7,4,4,2,6,2,2,0,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Ijeh,UMKC,AWAY,Iowa St.,Big 12,0,0,Bench,0,14,0,0,0,0,2,2,1,1,1,1,1,1,2,0,43.735,0,7.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26,27.5,0,0,"13,464",0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kasheem Grady II,UMKC,AWAY,Iowa St.,Big 12,0,0,Bench,0,15,1,3,1,2,0,0,0,2,0,0,1,2,3,0,43.735,0,7.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26,27.5,0,0,"13,464",0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melvyn Ebonkoli,UMKC,AWAY,Iowa St.,Big 12,0,0,Starter,1,23,2,3,0,0,0,0,1,1,0,0,1,3,4,0,43.735,0,7.086,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-26,27.5,0,0,"13,464",0,TRUE,1,23,2,3,0,0,0,0,1,1,0,0,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ring Nyeri,UMKC,AWAY,Iowa St.,Big 12,0,0,Bench,0,16,2,3,1,2,0,0,1,1,0,0,0,0,5,0,43.735,0,7.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26,27.5,0,0,"13,464",0,TRUE,0,16,2,3,1,2,0,0,1,1,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMKC,UMKC,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UMKC,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aidan Rubio,UNC Asheville,AWAY,Alabama,SEC,1,,Starter,1,18,0,4,0,2,0,0,1,1,1,0,0,1,0,,70.697,,33.157,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-56,27.5,0,0,"13,474",0,TRUE,1,18,0,4,0,2,0,0,1,1,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aidan Rubio,UNC Asheville,AWAY,Ohio,MAC,0,0,Bench,0,18,0,2,0,1,1,2,3,2,1,1,2,1,1,0,30.065,0,33.157,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-6,9.5,1,0,"5,438",0,TRUE,0,18,0,2,0,1,1,2,3,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fletcher Abee,UNC Asheville,AWAY,Alabama,SEC,1,,Starter,1,29,2,11,1,4,1,3,0,0,1,2,0,5,6,,70.697,,33.157,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-56,27.5,0,0,"13,474",0,TRUE,1,29,2,11,1,4,1,3,0,0,1,2,0,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fletcher Abee,UNC Asheville,AWAY,Ohio,MAC,0,0,Starter,1,36,6,14,5,9,3,3,1,2,1,1,3,2,20,0,30.065,0,33.157,1,0,0,0,0,1,1,0,0,0,0,0,1,1,-6,9.5,1,0,"5,438",0,TRUE,1,36,6,14,5,9,3,3,1,2,1,1,3,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greg Gantt Jr.,UNC Asheville,AWAY,Ohio,MAC,0,0,Starter,1,30,1,4,0,0,0,1,1,3,7,0,1,2,2,0,30.065,0,33.157,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-6,9.5,1,0,"5,438",0,TRUE,1,30,1,4,0,0,0,1,1,3,7,0,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greg Gantt Jr.,UNC Asheville,AWAY,Alabama,SEC,1,,Starter,1,21,1,5,0,0,0,0,0,1,0,1,1,4,2,,70.697,,33.157,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-56,27.5,0,0,"13,474",0,TRUE,1,21,1,5,0,0,0,0,0,1,0,1,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Marsh,UNC Asheville,AWAY,Alabama,SEC,1,,Starter,1,23,6,17,1,4,0,0,2,0,2,0,2,3,13,,70.697,,33.157,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-56,27.5,0,0,"13,474",0,TRUE,1,23,6,17,1,4,0,0,2,0,2,0,2,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Marsh,UNC Asheville,AWAY,Ohio,MAC,0,0,Bench,0,18,4,11,0,3,1,2,0,0,2,2,2,4,9,0,30.065,0,33.157,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-6,9.5,1,0,"5,438",0,TRUE,0,18,4,11,0,3,1,2,0,0,2,2,2,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Banks,UNC Asheville,AWAY,Ohio,MAC,0,0,Starter,1,30,6,12,5,9,3,4,3,4,1,0,4,4,20,0,30.065,0,33.157,1,0,0,0,0,0,1,0,1,0,0,1,1,1,-6,9.5,1,0,"5,438",0,TRUE,1,30,6,12,5,9,3,4,3,4,1,0,4,4,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Banks,UNC Asheville,AWAY,Alabama,SEC,1,,Bench,0,14,2,9,1,5,1,2,0,3,1,1,0,0,6,,70.697,,33.157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-56,27.5,0,0,"13,474",0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julian Clarke,UNC Asheville,AWAY,Alabama,SEC,1,,Bench,0,13,0,3,0,2,0,0,1,1,0,0,1,1,0,,70.697,,33.157,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-56,27.5,0,0,"13,474",0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kameron Taylor,UNC Asheville,AWAY,Ohio,MAC,0,0,Starter,1,28,3,6,0,2,0,2,2,3,1,0,1,3,6,0,30.065,0,33.157,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-6,9.5,1,0,"5,438",0,TRUE,1,28,3,6,0,2,0,2,2,3,1,0,1,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kameron Taylor,UNC Asheville,AWAY,Alabama,SEC,1,,Bench,0,24,4,7,2,2,0,0,3,0,1,0,0,4,10,,70.697,,33.157,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-56,27.5,0,0,"13,474",0,TRUE,0,24,4,7,2,2,0,0,3,0,1,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sage Tolentino,UNC Asheville,AWAY,Alabama,SEC,1,,Bench,0,24,1,5,0,1,4,4,3,3,1,1,2,4,6,,70.697,,33.157,0,0,0,0,0,1,0,0,0,0,0,1,1,0,-56,27.5,0,0,"13,474",0,TRUE,0,24,1,5,0,1,4,4,3,3,1,1,2,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toyaz Solomon,UNC Asheville,AWAY,Alabama,SEC,1,,Starter,1,17,4,7,1,3,2,5,2,3,1,1,1,0,11,,70.697,,33.157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-56,27.5,0,0,"13,474",0,TRUE,1,17,4,7,1,3,2,5,2,3,1,1,1,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toyaz Solomon,UNC Asheville,AWAY,Ohio,MAC,0,0,Starter,1,27,6,11,0,0,2,6,0,6,1,1,1,5,14,0,30.065,0,33.157,1,0,0,0,0,0,0,1,0,0,0,1,1,0,-6,9.5,1,0,"5,438",0,TRUE,1,27,6,11,0,0,2,6,0,6,1,1,1,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akrum Ahemed,UNC Greensboro,HOME,Florida Gulf Coast,ASUN,0,,Bench,0,12,1,1,1,1,2,2,0,0,0,1,0,1,5,,10.368,,24.629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,-5.5,1,0,"2,252",0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demetrius Davis,UNC Greensboro,AWAY,SMU,ACC,0,0,Bench,0,15,4,4,0,0,6,8,1,2,0,1,1,3,14,0,24.856,0,24.629,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-13,13.5,0,0,"4,930",0,TRUE,0,15,4,4,0,0,6,8,1,2,0,1,1,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demetrius Davis,UNC Greensboro,HOME,Florida Gulf Coast,ASUN,0,,Bench,0,16,2,6,1,3,1,2,3,6,2,0,1,3,6,,10.368,,24.629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,-5.5,1,0,"2,252",0,TRUE,0,16,2,6,1,3,1,2,3,6,2,0,1,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domas Kauzonas,UNC Greensboro,HOME,Florida Gulf Coast,ASUN,0,,Bench,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,,10.368,,24.629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,-5.5,1,0,"2,252",0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donovan Atwell,UNC Greensboro,AWAY,SMU,ACC,0,0,Starter,1,31,2,10,1,6,0,0,1,4,3,0,5,0,5,0,24.856,0,24.629,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-13,13.5,0,0,"4,930",0,TRUE,1,31,2,10,1,6,0,0,1,4,3,0,5,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donovan Atwell,UNC Greensboro,HOME,Florida Gulf Coast,ASUN,0,,Starter,1,30,4,12,4,8,5,6,2,1,2,1,1,1,17,,10.368,,24.629,1,0,0,0,0,0,1,0,0,0,0,0,1,0,9,-5.5,1,0,"2,252",0,TRUE,1,30,4,12,4,8,5,6,2,1,2,1,1,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Breath,UNC Greensboro,AWAY,SMU,ACC,0,0,Starter,1,18,4,5,0,0,1,2,1,1,0,0,1,5,9,0,24.856,0,24.629,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-13,13.5,0,0,"4,930",0,TRUE,1,18,4,5,0,0,1,2,1,1,0,0,1,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Breath,UNC Greensboro,HOME,Florida Gulf Coast,ASUN,0,,Starter,1,29,3,7,0,0,5,5,1,9,0,0,0,1,11,,10.368,,24.629,2,1,0,0,0,1,0,1,0,0,0,0,1,0,9,-5.5,1,0,"2,252",0,TRUE,1,29,3,7,0,0,5,5,1,9,0,0,0,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joryam Saizonou,UNC Greensboro,HOME,Florida Gulf Coast,ASUN,0,,Starter,1,26,2,6,1,4,0,0,0,1,1,1,2,0,5,,10.368,,24.629,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,-5.5,1,0,"2,252",0,TRUE,1,26,2,6,1,4,0,0,0,1,1,1,2,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joryam Saizonou,UNC Greensboro,AWAY,SMU,ACC,0,0,Bench,0,12,1,3,1,1,0,0,1,1,0,1,0,1,3,0,24.856,0,24.629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13,13.5,0,0,"4,930",0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenyon Giles,UNC Greensboro,AWAY,SMU,ACC,0,0,Starter,1,32,9,17,2,6,1,2,0,1,2,3,1,3,21,0,24.856,0,24.629,1,0,0,0,0,0,1,0,0,0,0,0,1,1,-13,13.5,0,0,"4,930",0,TRUE,1,32,9,17,2,6,1,2,0,1,2,3,1,3,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenyon Giles,UNC Greensboro,HOME,Florida Gulf Coast,ASUN,0,,Bench,0,23,5,14,5,11,2,2,0,0,1,2,1,0,17,,10.368,,24.629,1,0,0,0,0,0,1,0,0,1,0,0,1,0,9,-5.5,1,0,"2,252",0,TRUE,0,23,5,14,5,11,2,2,0,0,1,2,1,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malik Henry,UNC Greensboro,HOME,Florida Gulf Coast,ASUN,0,,Bench,0,9,1,4,0,0,0,0,4,1,0,0,0,0,2,,10.368,,24.629,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,-5.5,1,0,"2,252",0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mason So,UNC Greensboro,HOME,Florida Gulf Coast,ASUN,0,,Bench,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,,10.368,,24.629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,-5.5,1,0,"2,252",0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miles Jones,UNC Greensboro,AWAY,SMU,ACC,0,0,Starter,1,22,0,0,0,0,0,0,2,8,3,1,1,4,0,0,24.856,0,24.629,1,0,0,0,0,0,0,1,0,0,0,1,1,0,-13,13.5,0,0,"4,930",0,TRUE,1,22,0,0,0,0,0,0,2,8,3,1,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miles Jones,UNC Greensboro,HOME,Florida Gulf Coast,ASUN,0,,Starter,1,24,0,3,0,2,0,0,0,6,1,0,0,4,0,,10.368,,24.629,0,0,0,1,0,0,0,0,0,0,0,1,1,0,9,-5.5,1,0,"2,252",0,TRUE,1,24,0,3,0,2,0,0,0,6,1,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
